player,key,status,skin_frac,cheek_r,cheek_g,cheek_b,cheek_lum,crown_r,crown_g,crown_b,crown_lum,mous_delta,chin_delta,jaw_delta,hair_above
Johan Asiata,johan asiata,no face,0.0,,,,,,,,,,,,
Matt Asiata,matt asiata,no face,0.0,,,,,,,,,,,,
K.C. Asiodu,kc asiodu,no face,0.0,,,,,,,,,,,,
B.J. Askew,bj askew,no face,0.0,,,,,,,,,,,,
Matthias Askew,matthias askew,no face,0.0,,,,,,,,,,,,
Nnamdi Asomugha,nnamdi asomugha,no face,0.0,,,,,,,,,,,,
Mark Asper,mark asper,no face,0.0,,,,,,,,,,,,
Marcell Ateman,marcell ateman,ok,0.088,147,98,83,110.6,4,65,143,55.7,2.5,-45.7,1.0,0.999
Baraka Atkins,baraka atkins,no face,0.0,,,,,,,,,,,,
Geno Atkins,geno atkins,ok,0.154,109,71,57,80.8,42,34,31,36.0,62.1,4.8,8.7,0.333
James Atkins,james atkins,no face,0.0,,,,,,,,,,,,
George Atkinson,george atkinson,no face,0.0,,,,,,,,,,,,
Jeremiah Attaochu,jeremiah attaochu,ok,0.155,117,71,55,82.9,15,12,9,12.6,27.3,21.3,56.8,0.82
Tutu Atwell,tutu atwell,ok,0.149,174,114,94,129.7,24,19,18,20.4,45.4,76.4,60.3,0.805
Josh Aubrey,josh aubrey,no face,0.0,,,,,,,,,,,,
Antony Auclair,antony auclair,ok,0.183,214,140,107,158.4,57,43,35,46.3,72.4,110.2,51.2,0.082
Malaesala Aumavae-Laulu,malaesala aumavae laulu,ok,0.111,188,135,109,147.7,11,9,9,9.6,110.2,138.1,129.4,0.27
David Ausberry,david ausberry,no face,0.0,,,,,,,,,,,,
Erik Austell,erik austell,no face,0.0,,,,,,,,,,,,
Alex Austin,alex austin,ok,0.195,194,119,83,137.3,118,102,100,106.6,16.2,2.1,119.1,0.023
Blessuan Austin,blessuan austin,ok,0.156,129,64,37,80.4,21,21,18,20.7,-8.1,37.1,35.2,0.822
Calvin Austin III,calvin austin,ok,0.117,208,143,112,159.0,39,37,36,37.5,-13.7,112.4,81.1,0.488
Marvin Austin,marvin austin,no face,0.0,,,,,,,,,,,,
Miles Austin,miles austin,no face,0.0,,,,,,,,,,,,
Rodney Austin,rodney austin,no face,0.0,,,,,,,,,,,,
Tavon Austin,tavon austin,ok,0.15,155,101,84,115.2,58,43,42,47.4,16.5,77.9,65.0,0.152
Terrence Austin,terrence austin,no face,0.0,,,,,,,,,,,,
Thomas Austin,thomas austin,no face,0.0,,,,,,,,,,,,
Denico Autry,denico autry,ok,0.119,130,83,61,94.4,13,11,12,11.7,85.0,82.6,85.1,0.422
Jason Avant,jason avant,no face,0.0,,,,,,,,,,,,
Anthony Averett,anthony averett,ok,0.109,110,82,64,88.3,44,43,44,43.4,19.1,-78.1,-27.7,1.0
Donnie Avery,donnie avery,no face,0.0,,,,,,,,,,,,
Genard Avery,genard avery,ok,0.123,131,89,79,100.4,50,36,33,39.8,76.9,22.3,80.8,0.018
Steve Avila,steve avila,ok,0.127,158,98,67,112.0,6,5,4,5.2,66.5,2.0,34.0,0.787
Cliff Avril,cliff avril,no face,0.0,,,,,,,,,,,,
Adrian Awasom,adrian awasom,no face,0.0,,,,,,,,,,,,
Kayode Awosika,kayode awosika,ok,0.062,103,59,56,71.8,13,13,20,13.8,-18.6,59.6,40.5,0.682
Chidobe Awuzie,chidobe awuzie,ok,0.118,134,91,75,102.2,12,10,10,10.4,72.9,87.0,39.8,0.796
Obafemi Ayanbadejo,obafemi ayanbadejo,no face,0.0,,,,,,,,,,,,
Brendon Ayanbadejo,brendon ayanbadejo,no face,0.0,,,,,,,,,,,,
Akeem Ayers,akeem ayers,no face,0.0,,,,,,,,,,,,
DeMarcus Ayers,demarcus ayers,ok,0.16,179,126,102,139.1,28,23,19,24.0,58.9,92.6,49.7,0.935
Robert Ayers,robert ayers,no face,0.0,,,,,,,,,,,,
Akin Ayodele,akin ayodele,no face,0.0,,,,,,,,,,,,
Remi Ayodele,remi ayodele,no face,0.0,,,,,,,,,,,,
Elic Ayomanor,elic ayomanor,ok,0.152,158,95,67,110.8,158,152,152,153.6,-33.4,0.9,17.9,0.15
Jerry Azumah,jerry azumah,no face,0.0,,,,,,,,,,,,
David Baas,david baas,no face,0.0,,,,,,,,,,,,
Billy Baber,billy baber,no face,0.0,,,,,,,,,,,,
Jason Babin,jason babin,no face,0.0,,,,,,,,,,,,
Jonathan Babineaux,jonathan babineaux,no face,0.0,,,,,,,,,,,,
Jordan Babineaux,jordan babineaux,no face,0.0,,,,,,,,,,,,
Jeff Baca,jeff baca,no face,0.0,,,,,,,,,,,,
Joe Bachie,joe bachie,ok,0.138,198,147,125,159.7,139,134,132,135.3,9.6,46.6,22.9,0.095
Alex Bachman,alex bachman,ok,0.168,191,132,115,147.7,47,33,25,36.3,-7.8,83.8,80.0,0.104
Kennard Backman,kennard backman,no face,0.0,,,,,,,,,,,,
Jeff Backus,jeff backus,no face,0.0,,,,,,,,,,,,
Waine Bacon,waine bacon,no face,0.0,,,,,,,,,,,,
Johnson Bademosi,johnson bademosi,ok,0.114,110,70,54,80.0,23,20,19,20.8,51.8,32.3,8.1,1.0
Brad Badger,brad badger,no face,0.0,,,,,,,,,,,,
Tyler Badie,tyler badie,ok,0.138,168,104,74,119.9,20,16,10,16.5,64.4,25.0,29.7,0.221
Allen Bailey,allen bailey,ok,0.137,120,73,57,85.2,15,14,13,14.2,55.0,81.9,75.7,0.377
Alvin Bailey,alvin bailey,no face,0.0,,,,,,,,,,,,
Dan Bailey,dan bailey,ok,0.171,150,102,82,114.3,57,41,35,45.1,-47.1,-22.8,17.9,0.172
Jake Bailey,jake bailey,ok,0.157,149,102,86,114.2,114,101,96,104.3,-23.7,2.0,2.1,0.062
Markus Bailey,markus bailey,ok,0.128,191,151,143,162.0,22,20,19,20.5,136.7,-11.1,26.8,0.92
Patrick Bailey,patrick bailey,no face,0.0,,,,,,,,,,,,
Quinn Bailey,quinn bailey,ok,0.167,196,148,138,161.2,137,123,106,125.2,12.2,65.1,65.7,0.027
Rodney Bailey,rodney bailey,no face,0.0,,,,,,,,,,,,
Boss Bailey,boss bailey,no face,0.0,,,,,,,,,,,,
Champ Bailey,champ bailey,ok,0.08,183,110,70,127.3,212,180,184,190.0,,,,0.159
Stedman Bailey,stedman bailey,no face,0.0,,,,,,,,,,,,
Sterling Bailey,sterling bailey,no face,0.0,,,,,,,,,,,,
Brandon Bair,brandon bair,no face,0.0,,,,,,,,,,,,
Billy Bajema,billy bajema,no face,0.0,,,,,,,,,,,,
Budda Baker,budda baker,ok,0.129,186,131,106,144.6,17,13,12,14.1,97.1,135.9,129.5,0.416
Chase Baker,chase baker,no face,0.0,,,,,,,,,,,,
Chris Baker,chris baker,no face,0.0,,,,,,,,,,,,
Dallas Baker,dallas baker,no face,0.0,,,,,,,,,,,,
Deandre Baker,deandre baker,ok,0.132,126,77,52,89.0,35,29,26,30.5,19.1,25.8,8.8,0.203
Edwin Baker,edwin baker,no face,0.0,,,,,,,,,,,,
Eugene Baker,eugene baker,no face,0.0,,,,,,,,,,,,
Jason Baker,jason baker,no face,0.0,,,,,,,,,,,,
Javon Baker,javon baker,ok,0.12,187,118,96,136.1,26,25,24,25.2,17.7,55.1,65.5,0.706
Jerome Baker,jerome baker,ok,0.173,141,91,65,103.0,21,20,19,20.2,60.5,43.9,60.4,0.669
Kawaan Baker,kawaan baker,ok,0.121,164,96,68,113.1,106,91,84,94.7,48.6,2.0,29.9,0.007
Mikail Baker,mikail baker,no face,0.0,,,,,,,,,,,,
Rashad Baker,rashad baker,no face,0.0,,,,,,,,,,,,
Ryan Baker,ryan baker,no face,0.0,,,,,,,,,,,,
Sam Baker,sam baker,no face,0.0,,,,,,,,,,,,
Steven Baker,steven baker,no face,0.0,,,,,,,,,,,,
David Bakhtiari,david bakhtiari,ok,0.13,222,150,137,170.0,10,5,3,6.3,119.8,66.4,110.6,0.337
Daniel Baldridge,daniel baldridge,no face,0.0,,,,,,,,,,,,
Alex Balducci,alex balducci,no face,0.0,,,,,,,,,,,,
Doug Baldwin,doug baldwin,ok,0.176,190,130,96,144.1,29,24,20,25.0,79.1,40.0,99.0,0.439
Ervin Baldwin,ervin baldwin,no face,0.0,,,,,,,,,,,,
Johnny Baldwin,johnny baldwin,no face,0.0,,,,,,,,,,,,
Alan Ball,alan ball,no face,0.0,,,,,,,,,,,,
Dave Ball,dave ball,no face,0.0,,,,,,,,,,,,
Jason Ball,jason ball,no face,0.0,,,,,,,,,,,,
Josh Ball,josh ball,ok,0.144,141,108,90,115.8,52,41,38,43.9,21.6,57.3,49.1,0.047
Lance Ball,lance ball,no face,0.0,,,,,,,,,,,,
Marcus Ball,marcus ball,no face,0.0,,,,,,,,,,,,
Montee Ball,montee ball,no face,0.0,,,,,,,,,,,,
Neiron Ball,neiron ball,no face,0.0,,,,,,,,,,,,
Kalen Ballage,kalen ballage,ok,0.125,154,107,79,118.0,27,30,25,28.5,11.1,38.8,66.4,0.92
Christian Ballard,christian ballard,no face,0.0,,,,,,,,,,,,
Jake Ballard,jake ballard,no face,0.0,,,,,,,,,,,,
Vick Ballard,vick ballard,no face,0.0,,,,,,,,,,,,
Corey Ballentine,corey ballentine,ok,0.124,130,85,72,97.0,14,11,15,12.4,16.7,73.9,34.2,1.0
Lonnie Ballentine,lonnie ballentine,no face,0.0,,,,,,,,,,,,
Kentwan Balmer,kentwan balmer,no face,0.0,,,,,,,,,,,,
Mike Balogun,mike balogun,no face,0.0,,,,,,,,,,,,
Michael Bandy,michael bandy,ok,0.166,214,155,133,170.3,17,15,12,15.3,24.4,1.4,2.2,0.88
Chris Banjo,chris banjo,ok,0.219,127,88,77,98.4,55,39,30,42.8,-8.9,80.6,50.8,0.097
Aaron Banks,aaron banks,ok,0.119,195,129,102,145.7,16,15,13,15.1,59.1,126.2,135.2,0.597
Tony Banks,tony banks,no face,0.0,,,,,,,,,,,,
Brandon Banks,brandon banks,no face,0.0,,,,,,,,,,,,
Deonte Banks,deonte banks,ok,0.111,150,80,51,97.6,22,22,21,22.0,79.0,4.8,9.5,0.805
Eric Banks,eric banks,ok,0.136,109,73,56,81.8,21,20,20,20.3,4.6,4.9,4.9,0.522
Gary Banks,gary banks,no face,0.0,,,,,,,,,,,,
Johnthan Banks,johnthan banks,no face,0.0,,,,,,,,,,,,
Kelvin Banks Jr.,kelvin banks,ok,0.132,114,68,45,79.1,14,9,7,10.3,73.2,11.8,20.9,0.48
Justin Bannan,justin bannan,no face,0.0,,,,,,,,,,,,
Zach Banner,zach banner,ok,0.172,247,177,145,194.3,25,23,22,23.5,15.9,97.7,93.9,0.956
Alex Bannister,alex bannister,no face,0.0,,,,,,,,,,,,
Shane Bannon,shane bannon,no face,0.0,,,,,,,,,,,,
Ben Banogu,ben banogu,ok,0.116,133,87,67,98.5,19,19,20,19.1,29.0,79.4,77.4,0.909
Tully Banta-Cain,tully banta cain,no face,0.0,,,,,,,,,,,,
Joe Banyard,joe banyard,no face,0.0,,,,,,,,,,,,
Tiki Barber,tiki barber,no face,0.0,,,,,,,,,,,,
Dominique Barber,dominique barber,no face,0.0,,,,,,,,,,,,
Ronde Barber,ronde barber,no face,0.0,,,,,,,,,,,,
Peyton Barber,peyton barber,ok,0.121,87,52,37,60.5,10,9,9,9.3,49.2,3.7,24.1,0.996
Marion Barber,marion barber,no face,0.0,,,,,,,,,,,,
Shawn Barber,shawn barber,no face,0.0,,,,,,,,,,,,
Allen Barbre,allen barbre,no face,0.0,,,,,,,,,,,,
Chris Barclay,chris barclay,no face,0.0,,,,,,,,,,,,
Don Barclay,don barclay,no face,0.0,,,,,,,,,,,,
Brandon Barden,brandon barden,no face,0.0,,,,,,,,,,,,
Ramses Barden,ramses barden,no face,0.0,,,,,,,,,,,,
Jake Bargas,jake bargas,ok,0.158,204,142,118,157.7,50,32,23,36.4,-36.0,-7.8,18.8,0.087
Bryce Baringer,bryce baringer,ok,0.153,182,136,114,147.4,71,64,59,65.5,-12.1,27.0,14.1,0.044
Bryan Barker,bryan barker,no face,0.0,,,,,,,,,,,,
Chris Barker,chris barker,no face,0.0,,,,,,,,,,,,
Will Barker,will barker,no face,0.0,,,,,,,,,,,,
Matt Barkley,matt barkley,ok,0.143,198,142,129,157.3,64,46,37,50.5,-18.8,-2.5,27.1,0.028
Saquon Barkley,saquon barkley,ok,0.144,189,123,103,140.5,33,31,32,31.7,30.6,8.7,18.2,0.402
Joe Barksdale,joe barksdale,no face,0.0,,,,,,,,,,,,
Rashad Barksdale,rashad barksdale,no face,0.0,,,,,,,,,,,,
Kevan Barlow,kevan barlow,no face,0.0,,,,,,,,,,,,
Christian Barmore,christian barmore,ok,0.114,160,97,72,113.0,21,18,16,18.7,71.3,86.0,86.0,0.637
AJ Barner,aj barner,ok,0.167,232,181,155,193.3,47,39,35,40.9,99.7,-0.2,14.9,0.203
Kenjon Barner,kenjon barner,ok,0.113,152,94,72,108.8,18,16,18,16.8,14.9,96.0,95.4,0.66
Adairius Barnes,adairius barnes,no face,0.0,,,,,,,,,,,,
Antwan Barnes,antwan barnes,no face,0.0,,,,,,,,,,,,
Brandon Barnes,brandon barnes,no face,0.0,,,,,,,,,,,,
Darian Barnes,darian barnes,no face,0.0,,,,,,,,,,,,
Derrick Barnes,derrick barnes,no face,0.0,,,,,,,,,,,,
Kalon Barnes,kalon barnes,ok,0.121,161,115,92,126.1,42,41,39,41.1,31.3,88.5,77.5,0.578
Kevin Barnes,kevin barnes,no face,0.0,,,,,,,,,,,,
Khalif Barnes,khalif barnes,no face,0.0,,,,,,,,,,,,
Krys Barnes,krys barnes,ok,0.124,149,99,86,112.5,31,29,25,29.1,29.8,78.9,67.7,0.314
Lionel Barnes,lionel barnes,no face,0.0,,,,,,,,,,,,
Tavaris Barnes,tavaris barnes,ok,0.142,106,63,47,74.0,23,18,14,19.0,-6.4,60.8,55.2,0.593
Tim Barnes,tim barnes,no face,0.0,,,,,,,,,,,,
Zaire Barnes,zaire barnes,ok,0.124,200,134,101,150.1,15,15,14,14.9,118.3,46.4,60.4,0.988
Derek Barnett,derek barnett,ok,0.098,198,140,110,153.9,95,62,46,70.0,144.0,142.8,141.0,0.022
Nick Barnett,nick barnett,no face,0.0,,,,,,,,,,,,
Lem Barney,lem barney,ok,0.092,134,117,96,119.9,230,206,191,211.3,-22.3,18.3,48.6,0.0
Gary Barnidge,gary barnidge,no face,0.0,,,,,,,,,,,,
Amare Barno,amare barno,ok,0.114,199,141,108,154.6,27,24,25,25.0,132.6,77.2,47.5,0.569
Tyler Baron,tyler baron,ok,0.103,157,115,87,124.4,22,19,17,19.7,7.1,-94.3,-81.4,0.217
Anthony Barr,anthony barr,ok,0.17,153,98,77,112.1,36,36,42,36.7,42.2,7.4,-5.1,0.374
Mike Barr,mike barr,no face,0.0,,,,,,,,,,,,
Alex Barrett,alex barrett,ok,0.112,203,145,110,158.4,8,7,7,7.3,140.2,0.6,60.5,0.43
David Barrett,david barrett,no face,0.0,,,,,,,,,,,,
Josh Barrett,josh barrett,no face,0.0,,,,,,,,,,,,
Michael Barrett,michael barrett,ok,0.111,161,99,72,114.5,29,21,19,23.2,57.8,101.8,100.1,0.209
Shaquil Barrett,shaquil barrett,ok,0.131,148,99,83,111.8,10,9,9,9.3,32.2,48.1,91.3,0.98
Sam Barrington,sam barrington,no face,0.0,,,,,,,,,,,,
Alex Barron,alex barron,no face,0.0,,,,,,,,,,,,
Jahdae Barron,jahdae barron,ok,0.134,196,126,90,142.8,30,27,27,27.9,30.4,75.5,88.5,0.338
Mark Barron,mark barron,ok,0.139,240,167,131,184.7,32,31,29,31.1,69.2,157.8,145.2,0.585
Lamin Barrow,lamin barrow,no face,0.0,,,,,,,,,,,,
Kevin Barry,kevin barry,no face,0.0,,,,,,,,,,,,
Alex Bars,alex bars,ok,0.123,194,125,118,144.8,24,18,17,19.4,17.4,129.0,125.2,0.393
Ben Bartch,ben bartch,ok,0.132,185,134,124,148.1,199,194,192,195.0,-1.4,87.2,49.5,0.033
William Bartee,william bartee,no face,0.0,,,,,,,,,,,,
Richard Bartel,richard bartel,no face,0.0,,,,,,,,,,,,
Connor Barth,connor barth,no face,0.0,,,,,,,,,,,,
Gavin Bartholomew,gavin bartholomew,ok,0.176,165,112,88,125.1,42,31,27,33.8,-8.3,36.0,55.5,0.06
Cody Barton,cody barton,ok,0.182,209,138,112,156.3,54,36,24,40.0,17.2,-27.4,-9.0,0.018
Eric Barton,eric barton,no face,0.0,,,,,,,,,,,,
Graham Barton,graham barton,ok,0.137,219,167,157,181.4,29,26,27,27.0,120.1,15.4,62.4,0.672
Jackson Barton,jackson barton,ok,0.153,185,133,125,147.6,68,45,30,50.4,-1.3,-7.4,24.3,0.02
Kirk Barton,kirk barton,no face,0.0,,,,,,,,,,,,
Mike Bartrum,mike bartrum,no face,0.0,,,,,,,,,,,,
Joplo Bartu,joplo bartu,no face,0.0,,,,,,,,,,,,
Connor Barwin,connor barwin,ok,0.168,210,160,138,172.9,36,26,24,28.7,33.7,4.5,20.5,0.352
Tarell Basham,tarell basham,ok,0.111,123,62,36,77.3,4,4,1,3.7,59.6,48.7,48.2,0.799
Idrees Bashir,idrees bashir,no face,0.0,,,,,,,,,,,,
Hank Baskett,hank baskett,no face,0.0,,,,,,,,,,,,
Ben Bass,ben bass,no face,0.0,,,,,,,,,,,,
David Bass,david bass,ok,0.113,114,68,52,80.0,26,26,25,26.0,68.2,22.2,17.0,0.99
Tyler Bass,tyler bass,ok,0.029,201,146,144,162.2,194,191,190,191.7,117.4,-1.2,21.2,0.0
Jeffrey Bassa,jeffrey bassa,ok,0.078,95,49,37,61.4,21,20,18,20.1,-20.4,42.6,31.5,0.527
Eric Bassey,eric bassey,no face,0.0,,,,,,,,,,,,
Essang Bassey,essang bassey,ok,0.116,123,79,64,90.4,22,18,15,18.9,-35.1,65.7,57.2,0.614
Baron Batch,baron batch,no face,0.0,,,,,,,,,,,,
Charlie Batch,charlie batch,no face,0.0,,,,,,,,,,,,
Rashod Bateman,rashod bateman,ok,0.11,183,118,92,134.8,37,32,31,33.4,110.9,94.4,104.5,0.464
Daren Bates,daren bates,ok,0.148,186,99,60,120.6,19,18,16,18.1,-9.5,95.7,65.9,0.935
Jackie Bates,jackie bates,no face,0.0,,,,,,,,,,,,
Jessie Bates,jessie bates,ok,0.16,179,109,78,126.4,30,19,15,21.8,-0.9,1.0,9.7,0.141
John Bates,john bates,ok,0.133,210,147,135,164.5,11,9,8,9.5,76.2,-29.3,28.6,0.818
Phil Bates,phil bates,no face,0.0,,,,,,,,,,,,
Ryan Bates,ryan bates,ok,0.105,226,179,163,191.2,73,59,53,62.5,152.5,93.6,173.7,0.008
Solomon Bates,solomon bates,no face,0.0,,,,,,,,,,,,
Trevor Bates,trevor bates,ok,0.129,194,121,80,138.2,19,10,4,12.0,95.5,115.3,121.1,0.744
Houston Bates,houston bates,no face,0.0,,,,,,,,,,,,
D'Anthony Batiste,danthony batiste,no face,0.0,,,,,,,,,,,,
Cameron Batson,cameron batson,ok,0.218,185,128,112,143.5,36,28,28,30.3,104.5,120.4,124.8,0.356
Danny Batten,danny batten,no face,0.0,,,,,,,,,,,,
Arnaz Battle,arnaz battle,no face,0.0,,,,,,,,,,,,
Jackie Battle,jackie battle,no face,0.0,,,,,,,,,,,,
Isaiah Battle,isaiah battle,ok,0.163,133,83,65,95.9,27,21,17,22.3,-14.8,35.8,58.1,0.444
Jordan Battle,jordan battle,ok,0.11,157,99,75,113.6,29,24,24,25.5,28.5,67.9,86.8,0.34
Julian Battle,julian battle,no face,0.0,,,,,,,,,,,,
Ainsley Battles,ainsley battles,no face,0.0,,,,,,,,,,,,
Danny Baugher,danny baugher,no face,0.0,,,,,,,,,,,,
Rashad Bauman,rashad bauman,no face,0.0,,,,,,,,,,,,
Zack Baun,zack baun,ok,0.168,201,140,118,155.8,116,85,77,93.4,81.6,-15.1,-0.4,0.05
DeVante Bausby,devante bausby,ok,0.155,208,140,104,156.2,16,15,14,15.2,50.8,138.7,131.8,0.466
Nick Bawden,nick bawden,ok,0.112,118,73,52,84.1,40,105,78,82.5,-41.3,-72.5,-24.6,1.0
Colin Baxter,colin baxter,no face,0.0,,,,,,,,,,,,
Gary Baxter,gary baxter,no face,0.0,,,,,,,,,,,,
Jarrod Baxter,jarrod baxter,no face,0.0,,,,,,,,,,,,
Evan Baylis,evan baylis,ok,0.135,198,134,110,150.4,103,84,75,88.7,32.1,104.4,108.4,0.018
Dan Bazuin,dan bazuin,no face,0.0,,,,,,,,,,,,
Kelvin Beachum,kelvin beachum,ok,0.133,157,94,83,111.6,22,14,15,16.5,99.5,49.5,60.0,0.354
Zane Beadles,zane beadles,no face,0.0,,,,,,,,,,,,
Jeremy Beal,jeremy beal,no face,0.0,,,,,,,,,,,,
Robert Beal Jr.,robert beal,ok,0.128,181,117,93,133.4,32,22,20,24.8,13.5,114.2,49.9,0.091
Sam Beal,sam beal,ok,0.118,227,160,121,175.6,36,32,36,33.7,14.2,115.5,68.0,1.0
Aaron Beasley,aaron beasley,no face,0.0,,,,,,,,,,,,
Cole Beasley,cole beasley,ok,0.144,209,149,130,164.8,54,40,35,43.6,25.9,65.0,78.2,0.094
Fred Beasley,fred beasley,no face,0.0,,,,,,,,,,,,
Vic Beasley,vic beasley,ok,0.166,221,152,118,168.8,36,31,29,32.3,124.5,90.7,62.1,0.641
Jon Beason,jon beason,no face,0.0,,,,,,,,,,,,
C.J. Beathard,cj beathard,ok,0.169,218,183,160,190.8,114,93,77,97.6,65.6,32.1,41.2,0.098
Steve Beauharnais,steve beauharnais,no face,0.0,,,,,,,,,,,,
Darrian Beavers,darrian beavers,ok,0.155,236,163,122,180.2,49,38,32,40.6,50.4,14.1,34.6,0.136
Willie Beavers,willie beavers,ok,0.15,202,144,112,157.8,40,33,30,34.8,5.9,137.9,137.6,0.36
Jack Bech,jack bech,ok,0.162,201,145,124,159.3,26,18,16,20.2,0.7,32.6,32.4,0.539
Anthony Becht,anthony becht,no face,0.0,,,,,,,,,,,,
Andrew Beck,andrew beck,ok,0.163,171,131,117,141.4,46,34,29,37.2,-10.8,58.2,30.9,0.134
John Beck,john beck,no face,0.0,,,,,,,,,,,,
Jordan Beck,jordan beck,no face,0.0,,,,,,,,,,,,
Rogers Beckett,rogers beckett,no face,0.0,,,,,,,,,,,,
Tony Beckham,tony beckham,no face,0.0,,,,,,,,,,,,
Odell Beckham Jr.,odell beckham,ok,0.138,146,98,73,109.5,168,164,156,163.8,-45.0,92.0,98.1,0.036
Terry Beckner,terry beckner,ok,0.241,68,34,22,42.8,21,14,12,15.9,,,,0.12
Travis Beckum,travis beckum,no face,0.0,,,,,,,,,,,,
Darry Beckwith,darry beckwith,no face,0.0,,,,,,,,,,,,
Kendell Beckwith,kendell beckwith,ok,0.134,107,60,41,71.9,23,16,14,17.9,-12.2,58.3,28.0,0.565
Mekhi Becton,mekhi becton,ok,0.058,120,86,84,95.9,19,18,23,18.9,37.5,76.2,70.1,0.861
Nick Becton,nick becton,no face,0.0,,,,,,,,,,,,
Brad Bedell,brad bedell,no face,0.0,,,,,,,,,,,,
Cooper Beebe,cooper beebe,ok,0.135,199,153,145,165.8,58,49,47,51.5,68.7,110.4,132.7,0.11
Josh Beekman,josh beekman,no face,0.0,,,,,,,,,,,,
Monty Beisel,monty beisel,no face,0.0,,,,,,,,,,,,
Jovan Belcher,jovan belcher,no face,0.0,,,,,,,,,,,,
Blake Bell,blake bell,ok,0.136,201,132,111,150.2,166,159,154,160.5,-28.5,26.5,55.6,0.017
Brandon Bell,brandon bell,ok,0.202,198,132,98,147.7,33,27,23,28.3,62.7,2.9,16.5,0.296
Byron Bell,byron bell,ok,0.136,152,94,75,108.7,20,16,12,16.7,82.7,53.6,75.4,0.597
David Bell,david bell,ok,0.161,127,84,70,95.3,12,11,13,11.5,21.6,-6.9,-8.0,0.985
Demetress Bell,demetress bell,no face,0.0,,,,,,,,,,,,
Jacob Bell,jacob bell,no face,0.0,,,,,,,,,,,,
Jaheim Bell,jaheim bell,ok,0.114,179,116,98,132.7,22,22,24,22.2,96.7,55.3,46.2,1.0
Beau Bell,beau bell,no face,0.0,,,,,,,,,,,,
Jason Bell,jason bell,no face,0.0,,,,,,,,,,,,
Joique Bell,joique bell,no face,0.0,,,,,,,,,,,,
Kahlil Bell,kahlil bell,no face,0.0,,,,,,,,,,,,
Kendrell Bell,kendrell bell,no face,0.0,,,,,,,,,,,,
Kenny Bell,kenny bell,ok,0.259,173,113,84,127.6,194,191,190,191.8,-53.1,1.4,-37.1,0.0
Le'Veon Bell,leveon bell,ok,0.151,131,66,47,83.3,23,23,19,22.5,57.8,16.1,47.2,0.509
Marcus Bell,marcus bell,no face,0.0,,,,,,,,,,,,
Mike Bell,mike bell,no face,0.0,,,,,,,,,,,,
Quinton Bell,quinton bell,ok,0.136,173,115,94,129.9,24,17,18,19.2,109.9,23.3,38.9,0.357
Ronnie Bell,ronnie bell,ok,0.145,197,144,120,157.1,28,25,28,26.2,146.0,21.3,32.3,0.687
Tatum Bell,tatum bell,no face,0.0,,,,,,,,,,,,
Travis Bell,travis bell,ok,0.117,168,98,62,115.1,21,16,15,17.4,97.9,-0.3,55.2,0.662
Vonn Bell,vonn bell,ok,0.129,203,137,110,153.7,52,42,38,44.5,123.7,43.9,65.2,0.086
Yeremiah Bell,yeremiah bell,no face,0.0,,,,,,,,,,,,
Jay Bellamy,jay bellamy,no face,0.0,,,,,,,,,,,,
Josh Bellamy,josh bellamy,ok,0.126,153,89,62,105.1,14,16,14,15.2,80.3,38.0,56.9,0.934
Ronald Bellamy,ronald bellamy,no face,0.0,,,,,,,,,,,,
Daniel Bellinger,daniel bellinger,ok,0.16,183,131,105,143.6,80,67,56,69.6,-22.6,59.3,66.8,0.063
B.J. Bello,bj bello,ok,0.151,102,60,48,71.0,21,18,16,18.7,16.6,57.8,59.1,0.21
Nick Bellore,nick bellore,ok,0.149,246,171,153,191.4,36,31,30,32.4,155.9,7.7,50.8,0.371
Anthony Belton,anthony belton,ok,0.127,138,86,70,99.7,16,16,14,15.8,83.2,-10.9,24.1,0.921
Dane Belton,dane belton,ok,0.116,194,149,132,160.4,38,36,33,36.0,26.4,48.5,41.2,0.373
Marcus Benard,marcus benard,no face,0.0,,,,,,,,,,,,
Jacob Bender,jacob bender,no face,0.0,,,,,,,,,,,,
Caleb Benenoch,caleb benenoch,ok,0.12,116,58,40,73.0,57,43,38,46.6,15.8,56.8,59.4,0.027
Christian Benford,christian benford,ok,0.051,120,66,51,80.4,30,29,33,29.8,61.6,-127.4,-120.6,0.996
Tim Benford,tim benford,no face,0.0,,,,,,,,,,,,
Eno Benjamin,eno benjamin,ok,0.102,56,40,29,43.7,29,27,23,27.1,-36.3,-94.8,-44.4,1.0
Kelvin Benjamin,kelvin benjamin,ok,0.112,174,115,93,130.1,17,15,16,15.7,5.5,23.4,73.1,0.989
Travis Benjamin,travis benjamin,ok,0.143,164,103,73,117.8,29,28,24,27.8,38.5,90.9,76.0,0.446
Kurt Benkert,kurt benkert,ok,0.179,200,147,128,160.7,15,9,5,10.3,0.6,26.4,30.6,0.502
Arrelious Benn,arrelious benn,no face,0.0,,,,,,,,,,,,
Drew Bennett,drew bennett,no face,0.0,,,,,,,,,,,,
Michael Bennett,michael bennett,ok,0.158,157,102,80,115.9,19,13,14,14.9,49.1,-15.2,32.1,0.721
Brandon Bennett,brandon bennett,no face,0.0,,,,,,,,,,,,
Charles Bennett,charles bennett,no face,0.0,,,,,,,,,,,,
Darren Bennett,darren bennett,no face,0.0,,,,,,,,,,,,
Earl Bennett,earl bennett,no face,0.0,,,,,,,,,,,,
