name,TGID,pos,skin,fam,variant,hairfam,appearance
Larry Kinnebrew,2,RB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1h', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Robert Jackson,2,S,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1i', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Bobby Kemp,2,S,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1n', 'Beard1a', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
David Hill,24,TE,1,4,c,1,"['Head4c', 'Eyes1c', 'Hair1k', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Walter Murray,10,WR,1,3,a,3,"['Head3a', 'Eyes1d', 'Hair3g', 'Beard3b', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Stanford Jennings,2,RB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1i', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Hanford Dixon,5,CB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1e', 'Beard1d', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Charles Alexander,2,RB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1g', 'Beard1b', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Glenn Hyde,28,C,0,3,d,1,"['Head3d', 'Eyes1d', 'Hair1i', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Bobby Butler,14,CB,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1f', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Eddie Lee Ivery,20,RB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1k', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Elvis Patterson,16,CB,1,3,a,3,"['Head3a', 'Eyes1d', 'Hair3f', 'Beard3e', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Jim Breech,2,K,0,3,c,3,"['Head3c', 'Eyes1c', 'Hair3l', 'Beard3d', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Kerry Glenn,18,CB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1c', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Steve Wilson,4,CB,1,3,a,3,"['Head3a', 'Eyes1d', 'Hair3d', 'Beard3d', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Tony Casillas,14,DT,2,3,b,1,"['Head3b', 'Eyes1d', 'Hair1f', 'Beard1f1', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Pat Franklin,6,RB,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1e', 'Beard1c', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Victor Scott,11,S,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1l', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
John Harris,31,S,1,3,c,1,"['Head3c', 'Eyes1b', 'Hair1f', 'Beard1f1', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Vai Sikahema,7,RB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1p', 'Beard1c', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Mike Waters,13,RB,1,3,a,5,"['Head3a', 'Eyes1e', 'Hair5e', 'Beard5a', 'Eyebrows5b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Cornell Gowdy,11,CB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1d', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Eddie Edwards,2,DE,1,4,c,1,"['Head4c', 'Eyes1a', 'Hair1e', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Garry Cobb,13,OLB,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1l', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Lance Mehl,18,MLB,0,3,a,1,"['Head3a', 'Eyes1e', 'Hair1l', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Alex Moyer,12,MLB,0,2,a,1,"['Head2a', 'Eyes1d', 'Hair1h', 'Beard1d', 'Eyebrows1b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Rick Dennison,4,MLB,1,3,a,3,"['Head3a', 'Eyes1b', 'Hair3b', 'Beard3a', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Bob Golic,5,DT,0,3,b,3,"['Head3b', 'Eyes1c', 'Hair3h', 'Beard3d', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Kiki DeAyala,2,OLB,0,2,a,3,"['Head2a', 'Eyes1e', 'Hair3c', 'Beard3b', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Mike Douglass,8,OLB,1,3,c,1,"['Head3c', 'Eyes1b', 'Hair1b', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Charles Baker,7,OLB,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1l', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Webster Slaughter,5,WR,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1q', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Don Warren,26,TE,1,3,c,5,"['Head3c', 'Eyes1c', 'Hair5e', 'Beard5d', 'Eyebrows5b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Jerry Butler,3,WR,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1f', 'Beard1b', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Randy Grimes,6,C,1,4,b,1,"['Head4b', 'Eyes1e', 'Hair1h', 'Beard1d', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Emanuel King,2,OLB,0,1,a,3,"['Head1a', 'Eyes1c', 'Hair3j', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Tim Stone,2,OT,1,3,b,3,"['Head3b', 'Eyes1b', 'Hair3l', 'Beard3a', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Reggie Langhorne,5,WR,1,5,a,1,"['Head5a', 'Eyes1e', 'Hair1a', 'Beard1g', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Joe Walter,2,OT,0,2,b,5,"['Head2b', 'Eyes1c', 'Hair5e', 'Beard5e', 'Eyebrows5b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Joe Kelly,2,MLB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1b', 'Beard1c', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ed Brady,2,MLB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1m', 'Beard1a', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Johnny Hector,18,RB,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1f', 'Beard1a', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jeff Hayes,2,P,0,1,a,3,"['Head1a', 'Eyes1e', 'Hair3g', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Dwight Wheeler,23,C,1,5,d,1,"['Head5d', 'Eyes1e', 'Hair1s', 'Beard1e', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes2']"
Mark Lee,20,CB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1i', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Boomer Esiason,2,QB,0,3,a,1,"['Head3a', 'Eyes1e', 'Hair1b', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Chris Sheffield,29,CB,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1l', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Gerald Willhite,4,RB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1p', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Eric Williams,29,S,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1a', 'Beard1b', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Tony Baker,14,RB,1,3,a,3,"['Head3a', 'Eyes1a', 'Hair3j', 'Beard3e', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Chris Smith,9,RB,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1m', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Doug Gaynor,2,QB,0,3,a,1,"['Head3a', 'Eyes1a', 'Hair1h', 'Beard1a', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Mike Webster,29,C,0,1,c,2,"['Head1c', 'Eyes1d', 'Hair2k', 'Beard2e', 'Eyebrows2b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Ken Anderson,2,QB,0,1,c,3,"['Head1c', 'Eyes1c', 'Hair3e', 'Beard3e', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Jim Skow,2,DE,1,5,a,1,"['Head5a', 'Eyes1d', 'Hair1s', 'Beard1g', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes2']"
Mike Hammerstein,2,DE,2,3,b,1,"['Head3b', 'Eyes1a', 'Hair1h', 'Beard1c', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Roynell Young,13,CB,1,3,a,3,"['Head3a', 'Eyes1e', 'Hair3e', 'Beard3d', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Jim Fahnhorst,15,MLB,0,1,a,1,"['Head1a', 'Eyes1e', 'Hair1h', 'Beard1f1', 'Eyebrows1a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Larry Williams,5,OG,1,4,b,1,"['Head4b', 'Eyes1d', 'Hair1r2', 'Beard1a', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Randy Scott,20,MLB,2,3,a,1,"['Head3a', 'Eyes1e', 'Hair1i', 'Beard1f1', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Barney Bussey,2,S,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1g', 'Beard1a', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Curtis Dickey,5,RB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1p', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
David Douglas,2,OG,0,1,b,3,"['Head1b', 'Eyes1c', 'Hair3e', 'Beard3a', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Max Montoya,2,OG,0,3,d,1,"['Head3d', 'Eyes1b', 'Hair1j', 'Beard1b', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Ozzie Newsome,5,TE,1,3,c,1,"['Head3c', 'Eyes1d', 'Hair1a', 'Beard1a', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Bill Johnson,2,RB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1s', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Paul Farren,5,OT,0,1,b,3,"['Head1b', 'Eyes1b', 'Hair3a', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
E.J. Jones,17,RB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1k', 'Beard1a', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Darrell Green,26,CB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1s', 'Beard1a', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Kenny Daniel,10,S,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1f', 'Beard1f1', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Ken McAlister,9,OLB,1,5,a,1,"['Head5a', 'Eyes1c', 'Hair1e', 'Beard1e', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Anthony Dickerson,21,OLB,0,3,a,1,"['Head3a', 'Eyes1e', 'Hair1h', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Tony Lilly,4,S,1,4,a,3,"['Head4a', 'Eyes1a', 'Hair3j', 'Beard3b', 'Eyebrows3b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Dan Fike,5,OG,0,3,b,1,"['Head3b', 'Eyes1e', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ricky Hunley,4,MLB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1h', 'Beard1a', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Ray Bentley,3,MLB,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1h', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Paul Hanna,5,DT,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1m', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Levi Thompson,25,C,1,4,d,1,"['Head4d', 'Eyes1a', 'Hair1q', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Leon White,2,OLB,1,3,a,3,"['Head3a', 'Eyes1a', 'Hair3g', 'Beard3d', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ron Simpkins,2,OLB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1d', 'Beard1f2', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Brian Blados,2,OT,0,1,b,3,"['Head1b', 'Eyes1b', 'Hair3g', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
David Fulcher,2,S,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1b', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Terry Taylor,28,CB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1o', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Jimmy Turner,2,S,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1b', 'Beard1f2', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Eric Kattus,2,TE,1,2,a,4,"['Head2a', 'Eyes1e', 'Hair4a', 'Beard4f2', 'Eyebrows4b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
M.L. Harris,2,TE,1,3,c,1,"['Head3c', 'Eyes1e', 'Hair1b', 'Beard1a', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Eddie Brown,2,WR,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1n', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Mike Martin,2,WR,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1f', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Joe Cribbs,15,RB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1j', 'Beard1c', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Steve Kreider,2,WR,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1p', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Cris Collinsworth,2,WR,0,1,a,2,"['Head1a', 'Eyes1e', 'Hair2i', 'Beard2b', 'Eyebrows2a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Tim McGee,2,WR,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1a', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Kevin Mack,5,RB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1l', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Wayne Radloff,14,C,0,3,b,1,"['Head3b', 'Eyes1a', 'Hair1h', 'Beard1b', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Gerry Feehery,13,C,0,1,b,5,"['Head1b', 'Eyes1b', 'Hair5e', 'Beard5g', 'Eyebrows5b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Dave Puzzoli,5,DT,1,3,b,1,"['Head3b', 'Eyes1b', 'Hair1h', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Chris Rockins,5,S,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1h', 'Beard1a', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jeff Smith,9,RB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1p', 'Beard1b', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Anthony Toney,13,RB,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1c', 'Beard1f1', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Carl Byrum,3,RB,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1n', 'Beard1f1', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Robert Brown,20,DE,1,4,b,1,"['Head4b', 'Eyes1e', 'Hair1i', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Ron Davenport,12,RB,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1i', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Bruce Kozerski,2,OG,0,3,b,1,"['Head3b', 'Eyes1d', 'Hair1r2', 'Beard1f1', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Bruce Reimers,2,OG,0,1,b,1,"['Head1b', 'Eyes1b', 'Hair1d', 'Beard1e', 'Eyebrows1b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Jeff Leiding,10,MLB,0,2,a,3,"['Head2a', 'Eyes1a', 'Hair3e', 'Beard3b', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
August Curley,19,OLB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1h', 'Beard1f2', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jim Jeffcoat,11,DE,1,4,b,1,"['Head4b', 'Eyes1d', 'Hair1b', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Kenny Easley,28,S,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1r2', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
James Brooks,2,RB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1s', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Rodney Holman,2,TE,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1c', 'Beard1c', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Steve Courson,6,C,0,1,d,3,"['Head1d', 'Eyes1e', 'Hair3g', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Anthony Munoz,2,OT,2,3,b,1,"['Head3b', 'Eyes1c', 'Hair1l', 'Beard1a', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Johnny Davis,5,RB,1,5,c,3,"['Head5c', 'Eyes1d', 'Hair3a', 'Beard3a', 'Eyebrows3a', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Ross Browner,2,DE,1,3,c,2,"['Head3c', 'Eyes1b', 'Hair2d', 'Beard2g', 'Eyebrows2b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Byron Hunt,16,OLB,0,1,a,1,"['Head1a', 'Eyes1c', 'Hair1a', 'Beard1g', 'Eyebrows1a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Louis Breeden,2,CB,1,4,c,3,"['Head4c', 'Eyes1e', 'Hair3h', 'Beard3g', 'Eyebrows3b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Kent Hull,3,C,0,2,b,3,"['Head2b', 'Eyes1a', 'Hair3e', 'Beard3b', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes2']"
Jackie Walker,6,MLB,0,3,a,1,"['Head3a', 'Eyes1b', 'Hair1h', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
John Offerdahl,12,MLB,0,3,a,1,"['Head3a', 'Eyes1c', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Kevin Walker,6,CB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1q', 'Beard1a', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Tim Vogler,3,C,0,2,b,1,"['Head2b', 'Eyes1d', 'Hair1f', 'Beard1e', 'Eyebrows1b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Rodney Bellinger,3,CB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1q', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Kevin Williams,3,CB,1,3,a,3,"['Head3a', 'Eyes1a', 'Hair3i', 'Beard3a', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Rod Hill,3,CB,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1f', 'Beard1b', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Charles Romes,3,CB,1,3,c,1,"['Head3c', 'Eyes1e', 'Hair1h', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Guy Bingham,18,C,0,3,a,3,"['Head3a', 'Eyes1a', 'Hair3h', 'Beard3d', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Don Smith,3,DT,1,3,b,3,"['Head3b', 'Eyes1c', 'Hair3l', 'Beard3g', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Jerry Boyarsky,3,DT,1,4,b,1,"['Head4b', 'Eyes1b', 'Hair1h', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Fred Smerlas,3,DT,0,1,b,3,"['Head1b', 'Eyes1e', 'Hair3l', 'Beard3a', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Kevin Brooks,11,OLB,0,3,a,1,"['Head3a', 'Eyes1d', 'Hair1i', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ricky Moore,3,RB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1s', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Tate Randle,10,S,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Mark Kelso,3,S,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1g', 'Beard1b', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Steve Freeman,3,S,1,3,c,1,"['Head3c', 'Eyes1e', 'Hair1r1', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ronnie Harmon,3,RB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1a', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Greg Bell,3,RB,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1l', 'Beard1c', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Craig Swoope,6,S,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1o', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Fred Quillan,15,C,0,3,d,3,"['Head3d', 'Eyes1c', 'Hair3b', 'Beard3b', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Scott Norwood,3,K,0,1,a,1,"['Head1a', 'Eyes1e', 'Hair1h', 'Beard1f1', 'Eyebrows1a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
