Team,Position,Name,OverallRating,JerseyNum,Archetype,_Description,SpeedRating,AccelerationRating,StrengthRating,AgilityRating,AwarenessRating,CatchingRating,CarryingRating,ThrowPowerRating,KickPowerRating,KickAccuracyRating,RunBlockRating,PassBlockRating,TackleRating,BreakTackleRating,JumpingRating,KickReturnRating,InjuryRating,StaminaRating,ToughnessRating,TruckingRating,ChangeOfDirectionRating,BCVisionRating,StiffArmRating,SpinMoveRating,JukeMoveRating,ImpactBlockingRating,RunBlockPowerRating,RunBlockFinesseRating,PassBlockPowerRating,PassBlockFinesseRating,LeadBlockRating,BreakSackRating,ThrowUnderPressureRating,PowerMovesRating,FinesseMovesRating,BlockSheddingRating,PursuitRating,PlayRecognitionRating,ManCoverageRating,ZoneCoverageRating,RunningStyleRating,SpectacularCatchRating,CatchInTrafficRating,ShortRouteRunningRating,MediumRouteRunningRating,DeepRouteRunningRating,HitPowerRating,PressRating,ReleaseRating,ThrowAccuracyShortRating,ThrowAccuracyMidRating,ThrowAccuracyDeepRating,PlayActionRating,ThrowOnTheRunRating,Height,Weight,Age,PLYR_BIRTHDATE,YearsPro,College,_TotalSalary,_SigningBonus,PLYR_HANDEDNESS,PLYR_PORTRAIT,PLYR_ASSETNAME
49ers,WR,Demarcus Robinson,76,7,WR_Slot,,87,88,60,88,81,86,73,24,23,22,55,38,23,75,86,71,93,87,76,38,80,80,48,73,84,46,25,19,21,19,26,22,19,11,11,22,34,21,16,24,Default Stride Loose,84,85,77,76,77,15,16,77,21,18,16,14,18,73,203,31,34598,10,Florida ,2470000,2150000,Right,8198,RobinsonDemarcus_17600
49ers,WR,De'Zhaun Stribling,74,15,WR_DeepThreat,,94,93,72,85,69,83,77,32,26,22,54,30,32,77,86,65,90,88,90,58,81,80,68,71,78,49,37,38,20,25,34,35,23,20,20,28,28,23,24,29,Default,81,79,74,77,79,33,24,77,22,18,15,23,24,74,207,23,37608,0,Ole Miss ,7170000,6160000,Right,11209,StriblingDeZhaun_16376
49ers,WR,Jacob Cowing,71,6,WR_Playmaker,,93,93,52,83,52,79,71,25,19,19,36,25,26,73,86,67,89,84,85,49,85,81,44,75,81,34,17,22,12,12,21,19,15,10,10,24,27,17,17,25,Default,77,77,77,76,76,21,15,74,25,20,15,6,18,68,168,25,36926,2,Arizona ,3560000,530000,Right,10044,CowingJacob_14663
49ers,WR,Jordan Watkins,69,17,WR_DeepThreat,,93,93,66,82,68,84,75,29,30,22,39,20,42,70,86,76,92,84,91,45,83,77,37,69,71,36,18,20,26,17,25,31,33,28,29,36,40,35,60,32,Default Stride Loose,75,77,70,71,73,33,25,67,25,22,15,16,16,71,196,24,37302,1,Ole Miss ,4190000,640000,Right,10770,WatkinsJordan_15083
49ers,WR,Malik Turner,68,81,WR_Playmaker,,88,88,65,83,61,80,71,31,18,15,54,37,44,76,84,67,82,82,77,49,80,79,53,76,81,45,32,27,30,29,30,26,19,10,10,44,46,25,20,25,Default Stride Loose,80,77,71,73,70,41,15,70,22,19,15,16,22,74,202,30,35094,8,Illinois ,1210000,0,Right,164,TurnerMalik_13911
49ers,WR,Colton Dowell,66,84,WR_Physical,,91,91,69,81,47,79,75,26,20,17,39,23,30,74,93,34,86,83,88,52,84,79,57,64,70,35,19,28,26,20,16,21,17,10,10,29,30,15,12,17,Long Stride Default,81,84,68,67,65,27,21,70,20,15,10,6,10,75,212,27,36269,3,Tenn-Martin ,1070000,0,Left,3095,DowellColton_23277
Bears,C,Garrett Bradbury,76,67,C_Agile,,76,80,90,68,81,56,46,30,21,20,78,78,44,38,76,10,89,92,89,49,58,45,32,19,22,79,76,81,78,79,82,12,12,43,34,42,41,30,12,15,Default,40,42,29,21,14,42,10,41,6,6,6,6,6,75,300,31,34870,7,N.C. State ,3700000,1000000,Right,9393,BradburyGarrett_20372
Bears,C,Logan Jones,72,54,C_Agile,,66,68,83,72,78,37,29,18,15,15,78,78,42,10,78,10,91,89,89,36,66,14,28,10,18,81,73,77,76,78,82,12,6,39,34,49,45,40,15,14,Default Stride Awkward,14,12,10,5,5,32,10,15,6,6,6,6,6,75,299,24,37193,0,Iowa ,5060000,3400000,Right,11090,JonesLogan_16304
Bears,CB,Jaylon Johnson,90,1,CB_Zone,,89,90,67,85,97,74,60,27,15,14,41,35,55,60,88,40,87,92,95,40,91,68,46,68,74,57,35,35,35,35,12,13,13,27,35,51,74,97,90,95,Long Stride Loose,65,57,26,16,11,65,89,31,6,6,6,6,6,72,195,27,36269,6,Utah ,39900000,35500000,Right,398,JohnsonJaylon_21009
Bears,CB,Kyler Gordon,83,6,CB_Zone,,88,91,66,92,91,71,58,23,17,20,35,35,65,55,93,50,92,90,79,35,92,61,32,68,75,50,35,35,35,35,22,20,16,38,47,48,77,92,77,82,Default Stride Loose,69,50,42,37,34,66,73,39,20,15,12,18,22,71,200,26,36511,4,Washington ,30250000,13890000,Right,1738,GordonKyler_22261
Bears,CB,Tyrique Stevenson,76,29,CB_Zone,,91,95,60,82,70,72,58,26,24,22,35,35,68,49,91,56,87,90,88,39,79,63,42,58,67,52,35,35,35,35,19,15,13,35,40,52,76,71,74,78,Default Stride Loose,62,57,20,15,10,78,81,23,6,6,6,6,6,72,212,26,36672,3,Miami ,6640000,1830000,Right,2411,StevensonTyrique_23038
Bears,CB,Malik Muhammad,70,24,CB_MantoMan,,92,93,58,85,66,64,60,27,19,17,35,35,58,51,92,57,84,87,85,35,88,68,38,66,70,46,35,35,35,35,16,13,10,32,34,46,72,68,68,67,Default Stride Loose,62,60,42,38,35,61,70,42,6,6,6,6,6,72,182,21,38244,0,Texas ,4370000,1080000,Right,11091,MuhammadMalik_1867
Bears,CB,Jaylon Jones,69,33,CB_Slot,,91,93,63,91,65,57,60,26,15,12,35,35,64,45,85,30,79,85,78,32,89,61,35,62,69,54,35,35,35,35,23,10,14,36,26,52,74,66,67,69,Default Stride Loose,54,53,25,22,19,68,67,15,6,6,6,6,6,71,190,28,35717,4,Ole Miss ,1210000,100000,Right,2562,JonesJaylon_22530
Bears,CB,Terell Smith,69,32,CB_Zone,,92,95,63,83,64,65,56,26,19,11,35,35,64,67,82,66,85,89,85,48,81,70,58,65,70,58,35,35,35,35,25,14,12,35,45,56,74,65,63,70,Long Stride Loose,63,58,33,26,16,79,76,25,6,6,6,6,6,72,204,27,36368,3,Minnesota ,3830000,250000,Right,2403,SmithTerell_23152
Bears,CB,Dallis Flowers,66,37,CB_Zone,,91,95,51,83,61,70,55,27,11,15,34,22,43,73,93,86,89,88,68,36,79,81,52,66,72,34,35,35,21,21,17,12,15,28,39,38,67,56,67,73,Default Stride Loose,64,58,35,31,27,56,64,33,6,6,6,6,6,73,196,29,35585,4,Pittsburg St. ,1210000,0,Right,3169,FlowersDallis_22280
Bears,CB,Josh Blackwell,65,39,CB_MantoMan,,94,92,53,91,56,59,55,24,13,12,35,35,47,55,88,62,87,84,85,30,83,64,29,66,72,37,35,35,35,35,15,21,13,26,32,38,69,52,65,62,Default Stride Loose,52,48,34,30,24,54,71,35,22,20,16,15,23,71,179,27,36255,4,Duke ,3450000,1520000,Right,10364,BlackwellJosh_22644
Bears,DT,Grady Jarrett,81,50,DT_NoseTackle,,71,75,89,67,85,30,40,26,25,25,45,45,86,10,76,10,82,82,82,20,59,15,35,10,10,90,45,45,45,45,37,12,18,76,67,82,83,83,25,29,Default Stride Awkward,15,15,15,7,3,86,15,15,6,6,6,6,6,72,294,33,34087,11,Clemson ,28250000,14420000,Right,7185,JarrettGrady_2549
Bears,DT,Gervon Dexter Sr,79,99,DT_NoseTackle,,76,80,85,67,85,52,45,14,12,9,45,40,87,24,76,10,92,81,83,44,57,35,42,17,24,89,45,45,40,40,41,12,11,81,68,81,82,81,10,12,Long Stride Awkward,46,45,13,8,5,82,14,14,6,6,6,6,6,78,326,24,37169,3,Florida ,4670000,2030000,Right,2108,DexterGervon_22921
Bears,DT,Neville Gallimore,71,90,DT_SpeedRusher,,79,81,80,71,74,34,38,29,20,15,45,45,84,12,75,10,88,73,86,27,62,26,26,24,29,84,45,45,45,45,35,12,10,71,77,73,77,71,16,24,Long Stride Loose,25,23,15,7,5,78,15,17,6,6,6,6,6,74,302,29,35447,6,Oklahoma ,5370000,4620000,Right,288,GallimoreNeville_20563
Bears,DT,Kentavius Street,70,93,DT_NoseTackle,,76,79,89,71,69,45,49,26,16,15,45,45,78,26,79,12,89,81,86,42,56,41,42,32,41,84,45,45,45,45,33,12,11,63,72,74,75,66,25,30,Long Stride Loose,40,37,35,31,27,82,21,35,6,6,6,6,6,74,315,30,35193,8,N.C. State ,1300000,180000,Right,9069,StreetKentavius_13441
Bears,DT,James Lynch,68,97,DT_NoseTackle,,71,75,82,70,66,38,42,23,71,56,45,45,78,18,72,10,85,75,84,39,66,32,37,22,32,83,45,45,45,45,29,12,17,71,59,76,79,64,26,32,Long Stride Loose,27,25,22,19,14,82,14,24,9,9,9,9,9,76,295,27,36180,6,Baylor ,1210000,100000,Right,437,LynchJames_20988
Bears,DT,Jordan van den Berg,68,96,DT_NoseTackle,,74,84,89,65,63,30,47,25,15,24,45,45,77,13,86,10,87,76,87,40,75,26,32,26,26,83,45,45,45,45,28,12,10,69,61,72,73,61,29,26,Default Stride Awkward,26,26,16,13,2,78,25,24,6,6,6,6,6,75,310,24,37358,0,Georgia Tech ,4370000,200000,Right,11340,vandenBergJordan_10199
Bears,FS,Coby Bryant,77,2,S_Zone,,90,90,63,83,79,75,62,27,21,19,15,10,65,49,80,55,91,90,83,29,83,65,33,66,74,43,33,34,33,34,15,14,11,20,25,52,77,81,70,79,Default,70,64,24,16,12,63,79,19,6,6,6,6,15,73,193,27,36248,4,Cincinnati ,25500000,14460000,Right,1219,BryantCoby_22211
Bears,FS,Elijah Hicks,68,22,S_RunSupport,,87,90,58,77,70,69,60,30,22,24,35,35,69,52,84,35,91,88,85,39,75,66,35,64,72,57,35,35,35,35,21,21,14,34,42,50,73,72,66,68,Default Stride Loose,62,51,15,10,10,78,67,25,6,6,6,6,6,71,204,26,36449,4,California ,1220000,180000,Right,2528,HicksElijah_21795
Bears,FS,Anthony Johnson Jr,66,26,S_Hybrid,,88,92,58,81,66,63,54,27,18,17,33,30,59,60,89,54,92,89,84,41,81,63,51,63,69,60,33,33,30,30,15,11,10,37,42,54,74,65,66,68,Default Stride Loose,57,53,35,30,27,78,68,35,6,6,6,6,6,74,205,27,36323,3,Iowa State ,1080000,0,Right,2238,JohnsonAnthony_23070
Bears,HB,D'Andre Swift,85,4,HB_ElusiveBack,,90,90,68,89,92,71,91,38,18,12,32,56,31,83,93,63,87,89,87,75,87,87,77,80,87,41,23,19,32,35,33,23,19,22,16,28,36,17,16,13,Short Stride Default,59,61,73,66,61,30,16,59,30,25,15,17,28,68,204,27,36174,6,Georgia ,17670000,6290000,Right,599,SwiftDAndre_20920
Bears,HB,Kyle Monangai,78,25,HB_PowerBack,,86,88,77,81,78,68,96,24,30,22,43,49,36,83,83,72,93,92,94,92,78,85,78,76,82,41,32,30,44,39,43,32,36,28,30,33,38,26,22,24,Default Stride High and Tight,46,48,53,46,37,35,21,46,10,27,21,28,25,68,207,24,37413,1,Rutgers ,4190000,120000,Right,10666,MonangaiKyle_15035
Bears,HB,Roschon Johnson,71,23,HB_PowerBack,,86,89,78,82,77,66,93,50,26,24,33,58,33,80,77,72,87,81,85,81,81,83,73,72,77,45,25,20,43,37,33,43,36,10,10,32,39,14,10,15,Long Stride Default,47,46,53,45,37,36,13,44,42,38,31,38,46,72,227,25,36922,3,Texas ,3830000,770000,Right,2604,JohnsonRoschon_22747
Bears,HB,Salvon Ahmed,68,36,HB_ElusiveBack,,90,90,62,83,68,65,86,30,16,10,30,54,31,77,83,75,86,84,83,61,80,77,63,73,81,36,19,23,35,30,37,24,20,10,12,30,41,30,31,27,Default Stride Loose,44,47,56,53,50,20,22,46,25,20,15,15,15,71,197,27,36158,6,Washington ,1080000,0,Right,70,AhmedSalvon_20930
Bears,HB,Brittain Brown,62,38,HB_PowerBack,,82,84,73,77,73,65,87,25,16,17,36,39,37,78,83,43,84,81,81,78,78,77,73,68,76,39,28,34,30,37,33,23,13,10,10,32,41,23,20,27,Short Stride Default,46,45,50,44,35,35,20,43,20,15,10,10,10,73,205,28,35713,4,UCLA ,1080000,0,Right,2931,BrownBrittain_22057
Bears,K,Cairo Santos,78,8,KP_Power,,72,73,33,66,65,25,35,26,94,85,17,17,22,15,60,10,80,84,60,10,50,10,10,10,10,16,16,16,17,17,16,15,15,10,10,26,42,29,20,14,Short Stride Awkward,15,15,15,15,15,25,10,15,33,15,15,15,15,68,173,34,33554,12,Tulane ,15900000,4700000,Right,6576,SantosCairo_2200
Bears,LEDG,Montez Sweat,82,98,DE_SmallerSpeedRusher,,87,90,80,81,75,57,56,22,14,16,45,45,88,31,86,10,87,84,88,51,70,48,39,41,50,84,45,45,45,45,16,12,10,77,83,84,85,77,33,44,Long Stride Loose,43,45,40,36,33,81,19,39,6,6,6,6,6,78,270,29,35312,7,Mississippi St. ,82230000,22800000,Right,9643,SweatMontez_20411
Bears,LEDG,Austin Booker,73,94,DE_SmallerSpeedRusher,,79,83,76,74,78,34,34,25,21,22,45,45,82,29,79,10,89,75,83,36,69,47,44,32,46,80,45,45,45,45,16,12,15,69,77,73,79,76,38,45,Default Stride Loose,30,34,17,10,6,75,36,24,6,6,6,6,6,77,245,23,37604,2,Kansas ,3810000,330000,Right,10016,BookerAustin_14875
Bears,LEDG,Daniel Hardy,67,92,DE_SmallerSpeedRusher,,82,90,71,88,61,33,38,23,17,15,45,45,81,29,91,10,90,74,78,35,74,32,38,33,37,74,45,45,45,45,19,15,12,61,64,65,75,59,25,36,Default Stride Loose,25,22,15,10,5,84,32,15,6,6,6,6,6,75,255,27,36144,4,Montana State ,2720000,2270000,Right,2522,HardyDaniel_22500
Bears,LEDG,Jamree Kromah,67,59,DE_RunStopper,,79,85,82,73,60,38,42,23,15,18,45,45,78,20,76,10,84,76,83,39,62,32,37,22,32,84,45,45,45,45,29,12,17,69,58,75,79,64,20,27,Default Stride Loose,27,25,22,19,14,82,19,24,9,9,9,9,9,75,268,26,36691,2,J. Madison ,1000000,0,Right,10930,KromahJamree_1398
Bears,LEDG,Jonathan Garvin,66,52,DE_PowerRusher,,78,83,76,76,69,43,37,23,16,11,45,45,78,19,76,10,90,76,89,34,69,36,37,27,31,77,45,45,45,45,16,12,10,69,62,68,76,66,42,48,Long Stride Default,21,21,15,5,5,76,32,14,6,6,6,6,6,76,257,27,36369,6,Miami ,1140000,0,Right,293,GarvinJonathan_20989
Bears,LG,Joe Thuney,96,62,G_PassProtector,,72,75,90,67,99,26,33,25,11,11,85,94,29,8,71,10,97,97,94,31,56,18,19,10,14,90,83,87,94,94,79,12,16,10,10,33,35,10,12,12,Default Stride Awkward,15,15,15,5,5,48,10,15,6,6,6,6,6,77,301,33,33926,10,N.C. State ,33500000,17500000,Right,8235,ThuneyJoe_17777
Bears,LG,Jordan McFadden,66,74,G_Agile,,73,76,82,61,73,26,38,11,12,13,65,73,35,8,71,10,92,85,85,20,54,13,15,10,11,75,62,67,71,76,81,12,14,12,13,15,22,19,10,11,Default Stride Awkward,14,15,13,7,5,22,10,12,5,5,5,5,5,74,303,26,36480,3,Clemson ,1140000,100000,Right,2304,McFaddenJordan_22884
Bears,LS,Beau Gardner,66,45,LS_Accurate,,70,72,68,75,56,57,55,23,12,13,45,46,48,22,74,10,87,77,87,46,73,55,43,43,55,74,45,40,49,42,57,10,10,34,36,41,56,48,54,56,Long Stride Awkward,43,46,36,33,30,57,36,24,10,10,10,10,10,77,249,24,37251,0,Georgia ,3090000,0,Right,11339,GardnerBeau_1889
Bears,LT,Jedrick Wills Jr,74,71,OT_PassProtector,,72,68,92,66,85,33,27,21,19,28,71,79,29,8,83,8,88,86,92,27,54,14,26,14,18,86,70,73,83,75,77,12,13,10,10,28,27,26,11,17,Default Stride Awkward,22,26,23,13,7,25,12,18,6,6,6,6,6,76,307,27,36297,6,Alabama ,1210000,0,Right,670,WillsJrJedrick_20968
Bears,LT,Ozzy Trapilo,73,75,OT_Agile,,65,74,87,61,74,24,34,14,22,27,77,79,21,6,74,10,84,86,83,29,57,10,12,10,15,83,77,78,77,78,83,13,14,29,23,28,26,22,14,16,Long Stride Awkward,20,17,15,5,5,24,10,21,6,6,6,6,6,80,312,24,37181,1,Boston College ,5460000,2240000,Right,10757,TrapiloOzzy_15125
Bears,LT,Theo Benedet,67,79,OT_Power,,68,73,83,61,70,22,25,11,21,11,76,70,25,9,73,10,89,81,82,21,54,10,10,10,10,79,76,74,70,69,75,12,13,15,10,25,25,14,12,12,Long Stride Awkward,15,17,17,5,5,25,10,12,6,6,6,6,6,79,304,24,37176,2,UBC ,1840000,10000,Right,11061,BenedetTheo_4711
Bears,MIKE,Devin Bush,86,12,MLB_FieldGeneral,,87,90,74,83,93,66,59,14,12,13,45,45,88,19,92,10,87,85,86,33,79,36,36,34,41,73,45,45,45,45,22,12,10,55,62,73,87,91,75,76,Default Stride Loose,57,55,13,5,5,88,51,14,6,6,6,6,6,71,234,28,35994,7,Michigan ,17500000,12480000,Right,9408,BushDevin_20583
Bears,MIKE,Jack Sanborn,71,57,MLB_RunStopper,,80,87,72,78,78,65,63,25,22,21,40,35,78,47,83,12,89,85,90,48,70,53,49,46,54,85,40,40,35,35,35,15,12,62,45,72,85,77,53,62,Default,53,50,32,30,24,83,37,25,6,6,6,6,6,74,234,26,36736,4,Wisconsin ,1210000,0,Right,1936,SanbornJack_22195
Bears,MIKE,Tony Fields II,67,43,MLB_FieldGeneral,,85,90,64,77,74,66,59,25,19,19,45,45,78,31,82,10,89,83,86,36,63,40,44,39,45,75,44,44,44,43,22,12,13,44,60,62,84,74,60,62,Default Stride Loose,52,54,35,32,31,84,40,41,6,6,6,6,6,72,222,27,36329,5,West Virginia ,1080000,0,Right,1094,FieldsIITony_21679
Bears,MIKE,Keyshaun Elliott,66,49,MLB_FieldGeneral,,86,86,73,83,67,60,68,14,18,14,41,55,79,37,86,15,85,87,87,45,74,39,47,50,52,76,68,54,46,45,27,14,10,50,56,64,81,66,55,64,Long Stride Loose,64,66,43,38,33,79,48,34,6,6,6,6,6,74,233,22,37967,0,Arizona St. ,4370000,440000,Right,11089,ElliottKeyshaun_16356
Bears,MIKE,Jon Rhattigan,63,46,MLB_RunStopper,,80,84,72,75,55,59,58,25,20,20,51,49,81,48,78,10,83,82,88,51,71,45,50,37,41,78,52,51,49,49,54,12,14,51,55,65,81,65,50,60,Default Stride Loose,40,37,34,31,20,75,40,34,6,6,6,6,6,72,236,27,36193,5,Army ,1070000,0,Right,1597,RhattiganJon_21957
Bears,P,Tory Taylor,75,19,KP_Power,,81,83,61,65,59,45,51,41,95,77,25,20,39,10,65,10,93,85,84,25,55,31,30,22,25,21,15,15,15,15,17,26,13,10,10,28,44,15,10,13,Long Stride Awkward,12,10,10,10,10,49,15,12,28,25,22,15,21,76,225,29,35621,2,Iowa ,4010000,730000,Right,10262,TaylorTory_15008
Bears,QB,Caleb Williams,90,18,QB_Improviser,,91,93,65,90,85,41,61,97,20,23,17,12,23,69,83,28,95,95,93,54,86,86,56,69,76,20,24,15,25,19,15,95,86,10,10,23,31,27,13,18,Default,15,15,15,15,15,19,10,15,87,84,88,84,97,73,226,24,37213,2,USC ,4010000,35460000,Right,10296,WilliamsCaleb_14500
Bears,QB,Case Keenum,63,11,QB_StrongArm,,76,71,54,72,63,33,62,85,22,24,17,21,14,54,78,10,84,74,76,36,70,65,24,57,53,25,10,10,27,20,15,75,79,10,10,22,24,22,10,12,Default,10,10,10,10,10,12,10,15,82,78,75,78,77,73,220,38,32190,14,Houston ,2950000,2550000,Right,5294,KeenumCase_11222
Bears,QB,Tyson Bagent,59,17,QB_Scrambler,,79,86,59,85,60,25,60,86,32,26,19,19,20,39,84,10,90,76,87,26,77,62,27,26,45,23,15,15,14,19,14,66,74,10,10,20,26,15,11,14,Long Stride Default,14,10,10,10,10,14,10,12,79,74,67,76,75,75,212,26,36685,3,Shepherd Univ. ,9030000,2010000,Right,4849,BagentTyson_22900
Bears,REDG,Dayo Odeyingbo,73,55,DE_SmallerSpeedRusher,,79,83,84,78,71,45,44,26,15,15,45,45,82,28,83,10,87,81,87,36,64,44,36,29,36,86,45,45,45,45,17,12,13,68,76,76,81,68,23,35,Long Stride Default,31,29,26,19,14,81,22,24,6,6,6,6,6,77,282,26,36427,5,Vanderbilt ,32000000,16000000,Right,799,OdeyingboDayo_21692
Bears,REDG,Shemar Turner,72,95,DE_PowerRusher,,80,85,88,72,75,29,41,27,27,19,45,45,76,29,79,27,84,84,93,39,62,34,31,25,30,76,45,45,45,45,25,17,13,74,63,77,73,70,15,20,Long Stride Loose,24,22,15,13,10,80,20,12,15,10,8,14,15,75,290,23,37635,1,Texas AM ,5160000,2020000,Right,10761,TurnerShemar_15205
Bears,RG,Jonah Jackson,78,73,G_Power,,68,64,86,56,90,29,31,11,14,12,81,78,37,5,66,10,93,94,88,25,46,10,10,10,10,85,79,83,80,75,84,12,10,35,22,29,30,31,12,13,Default Stride Awkward,15,15,15,5,5,20,10,15,6,6,6,6,6,75,319,29,35466,6,Ohio State ,20500000,30760000,Right,380,JacksonJonah_21113
Bears,RG,Luke Newman,66,65,G_Agile,,70,74,87,61,69,23,23,13,16,14,71,69,30,14,57,10,88,86,87,29,61,15,12,13,11,79,70,71,68,71,77,11,10,39,26,35,32,25,13,15,Long Stride Awkward,11,10,10,5,5,36,10,11,6,6,6,6,6,75,308,24,37318,1,Michigan St. ,4110000,210000,Right,14374,NewmanLuke_16145
Bears,RG,Kyle Hergel,62,60,G_Power,,59,69,88,57,66,26,27,22,13,14,65,69,34,7,76,10,93,85,82,22,60,14,15,10,11,81,63,67,71,67,74,12,10,10,10,28,29,25,12,11,Default Stride Awkward,14,14,13,5,5,33,8,15,10,6,5,6,7,75,315,26,36440,2,Boston College ,1000000,0,Right,10912,HergelKyle_1407
Bears,RT,Darnell Wright,87,58,OT_Power,,72,75,96,56,92,38,35,11,16,14,88,85,48,27,72,10,93,92,90,32,51,35,27,17,23,94,87,90,86,83,84,12,10,57,45,52,51,45,10,15,Long Stride Awkward,36,23,21,15,11,59,10,15,5,5,5,5,5,78,325,25,37113,3,Tennessee ,22900000,17120000,Right,2487,WrightDarnell_22861
Bears,RT,Braxton Jones,73,70,OT_PassProtector,,73,80,88,64,82,26,35,22,30,26,73,78,40,15,68,10,91,85,75,25,55,15,21,10,10,86,76,71,76,80,77,12,10,44,40,46,48,34,10,12,Long Stride Awkward,23,18,16,12,10,35,10,13,6,6,6,6,6,77,303,27,36246,4,Southern Utah ,2000000,2340000,Right,1787,JonesBraxton_22135
Bears,RT,Kiran Amegadjie,68,72,OT_Power,,70,74,88,69,69,37,32,24,25,25,73,72,33,20,72,10,89,83,79,40,55,30,34,15,15,82,72,73,72,70,82,12,11,36,21,30,27,20,15,14,Long Stride Awkward,32,34,24,21,14,35,11,25,25,21,19,13,12,77,326,24,37288,2,Yale ,4630000,1280000,Right,9999,AmegadjieKiran_1071
Bears,SAM,Noah Sewell,68,44,OLB_RunStopper,,82,89,80,74,63,63,64,25,15,19,45,45,80,63,80,35,88,87,91,65,73,72,70,65,72,80,45,45,45,45,38,12,10,71,55,72,77,63,52,58,Default Stride High and Tight,57,55,34,24,17,90,53,27,6,6,6,6,6,73,246,24,37372,3,Oregon ,3810000,330000,Right,2390,SewellNoah_22996
Bears,SS,Dillon Thieneman,77,31,S_Hybrid,,92,93,64,88,78,68,63,21,22,24,35,35,72,61,94,50,89,91,92,60,82,64,45,57,67,59,35,35,35,35,27,17,12,40,45,53,77,76,71,72,Default Stride Loose,60,66,44,41,34,79,67,35,6,6,6,6,6,72,201,22,38207,0,Oregon ,10020000,9760000,Right,11093,ThienemanDillon_10193
Bears,SS,Cam Lewis,74,21,S_Zone,,90,90,51,89,80,60,60,35,14,13,35,35,59,52,78,47,88,87,83,19,83,71,33,60,73,50,35,35,35,35,17,10,15,32,35,52,75,78,72,75,Short Stride Loose,58,45,22,12,10,60,68,30,6,6,6,6,6,69,183,29,35533,6,Buffalo ,3500000,2500000,Right,1474,LewisCam_21412
Bears,SS,Gervarrius Owens,64,30,S_Zone,,87,93,61,91,59,59,60,28,18,14,35,30,62,64,89,55,90,87,80,50,91,70,56,64,73,58,35,35,30,30,37,17,17,33,38,57,66,61,60,69,Long Stride Loose,57,51,43,42,40,76,70,45,6,6,6,6,6,72,200,26,36447,3,Houston ,1000000,0,Right,2345,OwensGervarrius_23067
Bears,TE,Colston Loveland,84,84,TE_VerticalThreat,,86,90,78,82,85,93,72,23,23,31,61,58,38,70,85,25,88,92,93,70,72,75,69,55,63,68,58,60,57,57,59,16,34,35,41,36,41,36,35,36,Long Stride High and Tight,86,84,76,71,70,43,21,75,15,27,10,26,23,78,241,22,38086,1,Michigan ,4190000,22420000,Right,10639,LovelandColston_15117
Bears,TE,Cole Kmet,78,85,TE_Possession,,85,84,76,73,78,88,73,49,24,15,63,61,48,60,86,15,95,93,90,75,71,71,70,53,61,69,61,63,61,58,57,15,35,42,51,56,58,38,27,33,Long Stride Default,84,84,71,69,64,48,27,73,39,37,34,35,36,78,257,27,36229,6,Notre Dame ,34940000,18800000,Left,711,KmetCole_20952
Bears,TE,Sam Roush,65,87,TE_Possession,,82,89,80,81,65,75,71,26,36,33,62,60,51,60,90,53,91,89,88,64,71,65,65,58,65,67,62,60,61,60,62,25,24,51,47,51,51,42,23,30,Long Stride High and Tight,72,76,60,53,49,50,23,61,22,18,15,20,23,77,267,22,37870,0,Stanford ,4770000,2560000,Right,11092,RoushSam_16405
Bears,TE,Stephen Carlson,60,88,TE_Possession,,78,82,70,81,54,76,74,25,21,19,60,60,37,52,79,39,84,79,83,65,75,65,67,59,65,62,57,60,55,59,49,17,10,10,10,35,33,19,19,23,Long Stride Default,77,76,59,54,50,45,23,62,15,10,6,6,10,76,248,29,35411,7,Princeton ,1140000,0,Right,204,CarlsonStephen_20890
Bears,TE,Nikola Kalinic,58,86,TE_Possession,,78,79,65,68,57,73,73,24,34,28,62,57,50,49,75,35,90,76,85,68,68,65,66,49,54,67,59,54,56,52,60,21,8,41,41,53,54,42,20,21,Long Stride Awkward,74,73,60,55,48,56,28,64,15,10,6,7,7,76,245,29,35451,5,York University ,1000000,0,Right,10405,KalinicNikola_22676
Bears,WILL,T.J. Edwards,81,53,OLB_RunStopper,,85,84,72,80,84,72,65,42,20,20,45,45,89,31,79,10,90,92,85,47,74,35,50,30,30,86,45,45,45,45,17,31,33,62,57,74,92,84,65,71,Default Stride Loose,48,52,15,5,5,81,44,12,39,36,32,28,41,72,228,30,35289,7,Wisconsin ,17900000,9090000,Right,9449,EdwardsTJ_20591
Bears,WILL,D'Marco Jackson,71,48,OLB_RunStopper,,87,92,69,77,68,62,53,25,14,15,45,45,83,51,80,10,87,84,88,54,75,64,48,49,55,85,45,45,45,45,27,20,13,58,52,66,83,70,61,67,Default,44,46,27,23,17,78,41,27,6,6,6,6,6,73,233,28,35996,4,Appalach. St. ,4420000,3050000,Right,1775,JacksonDMarco_22203
Bears,WILL,Ruben Hyppolite II,68,47,OLB_PassCoverage,,88,91,68,84,70,61,60,24,23,19,45,45,79,41,80,10,87,87,87,43,76,53,47,51,54,72,45,45,45,45,26,23,11,57,58,64,80,68,58,64,Default Stride High and Tight,58,54,32,27,24,79,47,29,6,6,6,6,6,72,236,24,37150,1,Maryland ,4190000,850000,Right,10915,HyppoliteIIRuben_16144
