cohort,name,pos,team,appearance,skin_source,skin_agreement,hair_source,band
spine,Tim Vogler,OG,buffalo-bills,Head1a Eyes1b Hair2f Beard2d Eyebrows2b Nose1c Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Tom Dempsey,K,buffalo-bills,Head1c Eyes1d Hair3k Beard3a Eyebrows3b Nose1d Mouth1b Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,light
spine,Tom Higgins,OLB,buffalo-bills,Head1a Eyes1d Hair3l Beard3f1 Eyebrows3a Nose1c Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Tony Greene,S,buffalo-bills,Head5c Eyes1e Hair1l Beard1b Eyebrows1a Nose5b Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Will Grant,C,buffalo-bills,Head3a Eyes1c Hair2k Beard2f1 Eyebrows2b Nose3b Mouth3a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Willie Parker,C,buffalo-bills,Head4c Eyes1a Hair3l Beard3c Eyebrows3a Nose4a Mouth4b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Al Harris,DE,chicago-bears,Head5a Eyes1b Hair1i Beard1d Eyebrows1b Nose5a Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Alan Page,DT,chicago-bears,Head5c Eyes1d Hair1b Beard1g Eyebrows1b Nose5a Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Allan Ellis,CB,chicago-bears,Head5a Eyes1b Hair1j Beard1a Eyebrows1a Nose5d Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Bob Avellini,QB,chicago-bears,Head1a Eyes1e Hair3c Beard3c Eyebrows3b Nose1a Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Bob Parsons,P,chicago-bears,Head1a Eyes1c Hair2j Beard2c Eyebrows2a Nose1a Mouth1b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Bob Thomas,K,chicago-bears,Head4a Eyes1b Hair3a Beard3e Eyebrows3a Nose4d Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Brian Baschnagel,WR,chicago-bears,Head1a Eyes1a Hair1i Beard1d Eyebrows1a Nose1a Mouth1b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Bruce Herron,OLB,chicago-bears,Head4a Eyes1b Hair2k Beard2d Eyebrows2b Nose4a Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Dan Hampton,DE,chicago-bears,Head2b Eyes1e Hair2e Beard2g Eyebrows2a Nose2d Mouth2a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
spine,Dan Jiggetts,OT,chicago-bears,Head5b Eyes1d Hair1c Beard1e Eyebrows1b Nose5a Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Dan Neal,C,chicago-bears,Head2c Eyes1a Hair3j Beard3b Eyebrows3b Nose2d Mouth2a Glasses1e Clothes1,archive era-majority,0.67,PHCL NFL79,light
spine,Dave Williams,RB,chicago-bears,Head4a Eyes1e Hair1f Beard1f2 Eyebrows1b Nose4d Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Dennis Lick,OT,chicago-bears,Head5b Eyes1c Hair1c Beard1a Eyebrows1a Nose5c Mouth5b Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
spine,Doug Buffone,OLB,chicago-bears,Head2c Eyes1b Hair1e Beard1f2 Eyebrows1b Nose2d Mouth2a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Doug Plank,S,chicago-bears,Head3a Eyes1a Hair5b Beard5f2 Eyebrows5b Nose3d Mouth3b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Gary Campbell,OLB,chicago-bears,Head3a Eyes1b Hair3b Beard3c Eyebrows3a Nose3a Mouth3a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Gary Fencik,S,chicago-bears,Head4a Eyes1d Hair1c Beard1c Eyebrows1a Nose4a Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Golden Richards,WR,chicago-bears,Head1a Eyes1a Hair5k Beard5f2 Eyebrows5b Nose1c Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Greg Latta,TE,chicago-bears,Head2a Eyes1e Hair1c Beard1a Eyebrows1a Nose2a Mouth2b Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,light
spine,Harry Washington,WR,chicago-bears,Head5a Eyes1e Hair1e Beard1f1 Eyebrows1b Nose5b Mouth5a Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
spine,Jack Deloplaine,RB,chicago-bears,Head2a Eyes1d Hair2l Beard2e Eyebrows2b Nose2b Mouth2b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,James Scott,WR,chicago-bears,Head5a Eyes1e Hair1i Beard1f2 Eyebrows1a Nose5c Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Jerry Meyers,DE,chicago-bears,Head5a Eyes1e Hair3i Beard3f1 Eyebrows3a Nose5b Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Jerry Muckensturm,OLB,chicago-bears,Head1a Eyes1e Hair2g Beard2d Eyebrows2a Nose1c Mouth1b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Jim Osborne,DT,chicago-bears,Head5c Eyes1b Hair1l Beard1e Eyebrows1a Nose5a Mouth5a Glasses1e Clothes1,archive era-majority,0.67,PHCL NFL79,dark
spine,John Skibinski,RB,chicago-bears,Head1a Eyes1d Hair3l Beard3e Eyebrows3a Nose1a Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Kris Haines,WR,chicago-bears,Head1a Eyes1d Hair5a Beard5b Eyebrows5a Nose1b Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Lee Kunz,MLB,chicago-bears,Head5a Eyes1d Hair3g Beard3a Eyebrows3b Nose5b Mouth5a Glasses1e Clothes1,archive season-majority,0.75,PHCL NFL79,dark
spine,Len Walterscheid,S,chicago-bears,Head5a Eyes1b Hair2l Beard2f2 Eyebrows2a Nose5b Mouth5b Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
spine,Lonnie Perrin,RB,chicago-bears,Head4a Eyes1d Hair1k Beard1e Eyebrows1b Nose4b Mouth4b Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,dark
spine,Lynn Boden,OG,chicago-bears,Head5b Eyes1d Hair1r1 Beard1b Eyebrows1b Nose5d Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Mark Merrill,MLB,chicago-bears,Head1a Eyes1b Hair3a Beard3e Eyebrows3b Nose1d Mouth1b Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
spine,Mike Cobb,TE,chicago-bears,Head4a Eyes1c Hair1o Beard1f2 Eyebrows1b Nose4a Mouth4b Glasses1e Clothes1,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
spine,Mike Hartenstine,DE,chicago-bears,Head4a Eyes1b Hair1e Beard1e Eyebrows1b Nose4a Mouth4b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Mike Phipps,QB,chicago-bears,Head2c Eyes1c Hair2h Beard2f1 Eyebrows2b Nose2a Mouth2a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Mike Spivey,CB,chicago-bears,Head2a Eyes1c Hair1e Beard1c Eyebrows1a Nose2c Mouth2b Glasses1e Clothes2,archive era-majority,0.67,PHCL NFL79,light
spine,Noah Jackson,OG,chicago-bears,Head5b Eyes1e Hair1l Beard1g Eyebrows1b Nose5d Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Revie Sorey,OG,chicago-bears,Head4b Eyes1e Hair1a Beard1f1 Eyebrows1a Nose4b Mouth4b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Rickey Watts,WR,chicago-bears,Head4a Eyes1a Hair1r2 Beard1f1 Eyebrows1a Nose4b Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Robin Earl,TE,chicago-bears,Head2a Eyes1c Hair5f Beard5c Eyebrows5b Nose2d Mouth2b Glasses1e Clothes1,archive era-majority,0.67,PHCL NFL79,light
spine,Ron Rydalch,DT,chicago-bears,Head5a Eyes1b Hair1d Beard1f1 Eyebrows1a Nose5a Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Steve Schubert,WR,chicago-bears,Head2a Eyes1a Hair5a Beard5f2 Eyebrows5b Nose2c Mouth2b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Ted Albrecht,OT,chicago-bears,Head1a Eyes1d Hair3i Beard3a Eyebrows3a Nose1c Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Terry Schmidt,CB,chicago-bears,Head1a Eyes1d Hair2d Beard2c Eyebrows2b Nose1a Mouth1b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Tom Hicks,MLB,chicago-bears,Head5a Eyes1c Hair3a Beard3g Eyebrows3a Nose5b Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Tommy Hart,DE,chicago-bears,Head5c Eyes1b Hair1c Beard1b Eyebrows1a Nose5d Mouth5b Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,dark
spine,Tony Ardizzone,C,chicago-bears,Head3a Eyes1b Hair2a Beard2d Eyebrows2a Nose3d Mouth3b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Vince Evans,QB,chicago-bears,Head5a Eyes1c Hair1g Beard1f2 Eyebrows1b Nose5b Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Virgil Livers,CB,chicago-bears,Head5a Eyes1e Hair1o Beard1b Eyebrows1a Nose5a Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Walter Payton,RB,chicago-bears,Head5a Eyes1d Hair1p Beard1c Eyebrows1b Nose5b Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Wentford Gaines,CB,chicago-bears,Head5a Eyes1d Hair1q Beard1g Eyebrows1b Nose5c Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Willie McClendon,RB,chicago-bears,Head5a Eyes1c Hair1r2 Beard1f2 Eyebrows1b Nose5b Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Archie Griffin,RB,cincinnati-bengals,Head4a Eyes1a Hair1c Beard1f2 Eyebrows1a Nose4a Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Barney Cotton,OT,cincinnati-bengals,Head2b Eyes1a Hair2f Beard2e Eyebrows2a Nose2c Mouth2a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Billy Brooks,WR,cincinnati-bengals,Head4a Eyes1c Hair1j Beard1b Eyebrows1a Nose4a Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Blair Bush,C,cincinnati-bengals,Head1b Eyes1a Hair1s Beard1g Eyebrows1a Nose1b Mouth1b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Bo Harris,OLB,cincinnati-bengals,Head1a Eyes1d Hair3b Beard3f1 Eyebrows3b Nose1c Mouth1a Glasses1e Clothes1,archive era-majority,0.67,PHCL NFL79,light
spine,Bob Johnson,C,cincinnati-bengals,Head4d Eyes1a Hair3g Beard3b Eyebrows3a Nose4d Mouth4a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Charles Alexander,RB,cincinnati-bengals,Head5a Eyes1d Hair1g Beard1b Eyebrows1a Nose5d Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Chris Bahr,K,cincinnati-bengals,Head1a Eyes1c Hair5h Beard5a Eyebrows5a Nose1d Mouth1a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Dan Ross,TE,cincinnati-bengals,Head4a Eyes1c Hair1j Beard1g Eyebrows1a Nose4c Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Dave Lapham,OG,cincinnati-bengals,Head1a Eyes1b Hair3j Beard3f2 Eyebrows3b Nose1c Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Deacon Turner,RB,cincinnati-bengals,Head5a Eyes1c Hair1l Beard1c Eyebrows1a Nose5d Mouth5a Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
spine,Dick Jauron,S,cincinnati-bengals,Head2a Eyes1c Hair3h Beard3b Eyebrows3a Nose2b Mouth2b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Don Bass,WR,cincinnati-bengals,Head5a Eyes1a Hair1k Beard1f2 Eyebrows1b Nose5a Mouth5b Glasses1e Clothes2,archive era-majority,0.67,PHCL NFL79,dark
spine,Eddie Edwards,DT,cincinnati-bengals,Head4a Eyes1a Hair1f Beard1e Eyebrows1a Nose4d Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Gary Burley,DE,cincinnati-bengals,Head4b Eyes1a Hair1r2 Beard1c Eyebrows1a Nose4b Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Glenn Bujnoch,OG,cincinnati-bengals,Head2a Eyes1b Hair2i Beard2d Eyebrows2b Nose2a Mouth2b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Glenn Cameron,OLB,cincinnati-bengals,Head1a Eyes1b Hair3l Beard3b Eyebrows3a Nose1d Mouth1b Glasses1e Clothes1,archive era-majority,0.67,PHCL NFL79,light
spine,Howie Kurnick,MLB,cincinnati-bengals,Head3a Eyes1c Hair4a Beard4g Eyebrows4a Nose3b Mouth3a Glasses1e Clothes2,no source -> league prior,0.00,generated,light
spine,Isaac Curtis,WR,cincinnati-bengals,Head5a Eyes1a Hair1b Beard1f1 Eyebrows1b Nose5c Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Jack Thompson,QB,cincinnati-bengals,Head4a Eyes1b Hair1d Beard1b Eyebrows1a Nose4d Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,James Corbett,TE,cincinnati-bengals,Head2a Eyes1c Hair2e Beard2d Eyebrows2a Nose2c Mouth2b Glasses1e Clothes2,archive era-majority,1.00,generated,light
spine,Jim Browner,S,cincinnati-bengals,Head5a Eyes1d Hair1i Beard1f1 Eyebrows1a Nose5b Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Jim LeClair,MLB,cincinnati-bengals,Head1a Eyes1e Hair3f Beard3g Eyebrows3a Nose1b Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Ken Anderson,QB,cincinnati-bengals,Head1c Eyes1c Hair3e Beard3e Eyebrows3b Nose1a Mouth1a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Ken Riley,CB,cincinnati-bengals,Head4c Eyes1e Hair1s Beard1a Eyebrows1b Nose4a Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Louis Breeden,CB,cincinnati-bengals,Head5a Eyes1e Hair3h Beard3g Eyebrows3b Nose5a Mouth5a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Mack Mitchell,DE,cincinnati-bengals,Head5a Eyes1b Hair1d Beard1d Eyebrows1b Nose5a Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Mark Donahue,OG,cincinnati-bengals,Head1a Eyes1b Hair5k Beard5c Eyebrows5b Nose1d Mouth1b Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
spine,Marvin Cobb,S,cincinnati-bengals,Head4a Eyes1c Hair1g Beard1d Eyebrows1b Nose4b Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Max Montoya,OG,cincinnati-bengals,Head1b Eyes1b Hair1j Beard1b Eyebrows1a Nose1d Mouth1a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
spine,Mike Levenseller,WR,cincinnati-bengals,Head4a Eyes1c Hair3c Beard3b Eyebrows3a Nose4d Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Mike White,DT,cincinnati-bengals,Head5b Eyes1b Hair1q Beard1g Eyebrows1b Nose5b Mouth5b Glasses1e Clothes1,archive era-majority,0.67,PHCL NFL79,dark
spine,Mike Wilson,OT,cincinnati-bengals,Head4b Eyes1e Hair1q Beard1f1 Eyebrows1b Nose4b Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Nathan Poole,RB,cincinnati-bengals,Head4a Eyes1e Hair1q Beard1g Eyebrows1b Nose4c Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Pat McInally,P,cincinnati-bengals,Head4a Eyes1e Hair2c Beard2e Eyebrows2a Nose4b Mouth4b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Pete Johnson,RB,cincinnati-bengals,Head4a Eyes1c Hair1n Beard1f2 Eyebrows1a Nose4d Mouth4a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Ray Griffin,CB,cincinnati-bengals,Head5a Eyes1a Hair1q Beard1g Eyebrows1b Nose5b Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Reggie Williams,OLB,cincinnati-bengals,Head4a Eyes1c Hair1f Beard1f1 Eyebrows1a Nose4c Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Rick Walker,TE,cincinnati-bengals,Head4a Eyes1b Hair2j Beard2a Eyebrows2a Nose4c Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Ross Browner,DE,cincinnati-bengals,Head4b Eyes1b Hair2d Beard2g Eyebrows2b Nose4b Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Scott Burk,S,cincinnati-bengals,Head3a Eyes1a Hair3i Beard3f2 Eyebrows3a Nose3d Mouth3a Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
spine,Scott Perry,S,cincinnati-bengals,Head1a Eyes1d Hair3l Beard3b Eyebrows3a Nose1c Mouth1b Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,light
spine,Steve Kreider,WR,cincinnati-bengals,Head4a Eyes1d Hair1p Beard1b Eyebrows1b Nose4b Mouth4b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Tom Dinkel,OLB,cincinnati-bengals,Head1a Eyes1b Hair2c Beard2d Eyebrows2a Nose1b Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Tom Ruud,OLB,cincinnati-bengals,Head1a Eyes1e Hair3h Beard3c Eyebrows3b Nose1c Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Vaughn Lusby,CB,cincinnati-bengals,Head5a Eyes1e Hair1m Beard1d Eyebrows1b Nose5a Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Vern Holland,OT,cincinnati-bengals,Head4d Eyes1b Hair1e Beard1b Eyebrows1a Nose4c Mouth4a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Wilson Whitley,DT,cincinnati-bengals,Head5b Eyes1e Hair1c Beard1f2 Eyebrows1b Nose5c Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Brian Sipe,QB,cleveland-browns,Head1c Eyes1a Hair1n Beard1b Eyebrows1a Nose1b Mouth1b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Calvin Hill,TE,cleveland-browns,Head4c Eyes1c Hair1e Beard1b Eyebrows1a Nose4c Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Charlie Hall,OLB,cleveland-browns,Head5c Eyes1a Hair1n Beard1c Eyebrows1a Nose5b Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Clarence Scott,S,cleveland-browns,Head4c Eyes1e Hair1f Beard1a Eyebrows1b Nose4b Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Clay Matthews,OLB,cleveland-browns,Head3a Eyes1e Hair1g Beard1f1 Eyebrows1b Nose3d Mouth3a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Cleo Miller,RB,cleveland-browns,Head5a Eyes1e Hair1r2 Beard1a Eyebrows1a Nose5d Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Clinton Burrell,CB,cleveland-browns,Head4a Eyes1d Hair1g Beard1e Eyebrows1b Nose4b Mouth4b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Cody Risien,OG,cleveland-browns,Head1b Eyes1a Hair3d Beard3d Eyebrows3a Nose1c Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Curtis Weathers,OLB,cleveland-browns,Head5a Eyes1e Hair1e Beard1f2 Eyebrows1a Nose5d Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Dave Graf,OLB,cleveland-browns,Head3a Eyes1e Hair3e Beard3d Eyebrows3b Nose3c Mouth3b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Dave Logan,WR,cleveland-browns,Head1a Eyes1a Hair2e Beard2f2 Eyebrows2a Nose1b Mouth1a Glasses1e Clothes2,archive era-majority,0.75,PHCL NFL79,light
spine,Dick Ambrose,MLB,cleveland-browns,Head1a Eyes1b Hair3g Beard3e Eyebrows3b Nose1b Mouth1b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Dino Hall,RB,cleveland-browns,Head3a Eyes1d Hair3d Beard3c Eyebrows3a Nose3d Mouth3b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Don Cockroft,K,cleveland-browns,Head1c Eyes1d Hair5g Beard5f2 Eyebrows5b Nose1d Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Doug Dieken,OT,cleveland-browns,Head2c Eyes1c Hair3c Beard3f1 Eyebrows3b Nose2c Mouth2b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,George Buehler,OG,cleveland-browns,Head1d Eyes1b Hair3g Beard3b Eyebrows3a Nose1a Mouth1b Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,light
spine,Gerald Irons,OLB,cleveland-browns,Head5c Eyes1c Hair1n Beard1e Eyebrows1b Nose5b Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Gerry Sullivan,C,cleveland-browns,Head1a Eyes1a Hair3e Beard3f1 Eyebrows3a Nose1c Mouth1b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Greg Pruitt,RB,cleveland-browns,Head4a Eyes1c Hair1s Beard1d Eyebrows1b Nose4c Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Henry Bradley,DT,cleveland-browns,Head5b Eyes1a Hair1p Beard1f2 Eyebrows1a Nose5d Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Henry Sheppard,OT,cleveland-browns,Head1b Eyes1c Hair3l Beard3c Eyebrows3b Nose1c Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Jack Gregory,DE,cleveland-browns,Head4c Eyes1d Hair3k Beard3g Eyebrows3b Nose4c Mouth4a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Jerry Sherk,DT,cleveland-browns,Head1d Eyes1c Hair3b Beard3g Eyebrows3b Nose1b Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,John Smith,WR,cleveland-browns,Head2c Eyes1c Hair3a Beard3g Eyebrows3a Nose2a Mouth2a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Johnny Evans,P,cleveland-browns,Head3a Eyes1b Hair3c Beard3g Eyebrows3a Nose3d Mouth3a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Keith Wright,WR,cleveland-browns,Head2a Eyes1b Hair2b Beard2b Eyebrows2b Nose2b Mouth2b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Lawrence Johnson,CB,cleveland-browns,Head5a Eyes1c Hair1a Beard1f1 Eyebrows1b Nose5d Mouth5a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Lyle Alzado,DE,cleveland-browns,Head4c Eyes1d Hair1j Beard1g Eyebrows1b Nose4c Mouth4b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Mark Miller,QB,cleveland-browns,Head1a Eyes1c Hair3c Beard3d Eyebrows3b Nose1d Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Matt Miller,OT,cleveland-browns,Head1b Eyes1b Hair3h Beard3d Eyebrows3a Nose1a Mouth1b Glasses1e Clothes2,archive era-majority,0.67,PHCL NFL79,light
spine,Mickey Sims,DT,cleveland-browns,Head5b Eyes1d Hair1a Beard1b Eyebrows1b Nose5c Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Mike Pruitt,RB,cleveland-browns,Head5a Eyes1a Hair1j Beard1e Eyebrows1a Nose5c Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Mike St. Clair,DE,cleveland-browns,Head4a Eyes1a Hair1k Beard1f2 Eyebrows1a Nose4b Mouth4b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Oliver Davis,CB,cleveland-browns,Head5a Eyes1c Hair1f Beard1b Eyebrows1a Nose5a Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Ozzie Newsome,TE,cleveland-browns,Head4a Eyes1d Hair1a Beard1a Eyebrows1a Nose4b Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Pat Moriarty,RB,cleveland-browns,Head4a Eyes1c Hair3d Beard3f1 Eyebrows3a Nose4c Mouth4b Glasses1e Clothes1,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
