doc_id,stratum,path,title_as_filed,year_as_filed,has_text,format,klass,per_player,read_method,note,bytes,words,ev_year_min,ev_year_max,ev_year_modal,ev_football,ev_baseball,ev_hockey,ev_basketball,ev_college,ev_bio_labels,ev_bio_prose,ev_htwt,ev_roster_rows,ev_name_pos,ev_stat_heads,ev_stat_rows,dup_relation,dup_with,dup_containment,dup_n_partners
yanks-1950,nfl-books,nfl-books/text_all/yanks-1950.txt,New York Yanks 1950 Media Guide,1950,1,ocr-text,unread,unread,unread,,66583,10285,1880,1950,1949,105,1,0,0,5,34,53,0,3,2,0,0,,,,0
49ers-1951,nfl-books,nfl-books/text_all/49ers-1951.txt,San Francisco 49ers 1951 Media Guide,1951,1,ocr-text,unread,unread,unread,,58519,9479,1875,1992,1950,72,2,0,0,19,0,45,7,0,1,0,6,,,,0
bears-1951-media-guide-chicago-b,nfl-books,nfl-books/text_all/bears-1951-media-guide-chicago-b.txt,Chicago Bears 1951 Media Guide,1951,1,ocr-text,unread,unread,unread,,103614,16344,1892,1951,1950,69,0,0,0,22,1,78,83,0,6,0,10,,,,0
cardinals-1951,nfl-books,,Chicago Cardinals 1951 Media Guide Cover,1951,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
cleveland-browns-1951-media-guide-cover-front,nfl-books,nfl-books/text_all/cleveland-browns-1951-media-guide-cover-front.txt,Cleveland Browns 1951 Media Guide,1951,1,ocr-text,club media/press guide,biography+statistics+roster-table,"read-2026-09-07-yearbooks (stratified sample n=56 of 2,462 post-1950 texts, seed 20260907)",,128488,21227,1871,1984,1950,146,1,0,0,24,1,66,0,0,1,1,75,,,,0
giants-1951-media-guide-new-york-c,nfl-books,nfl-books/text_all/giants-1951-media-guide-new-york-c.txt,New York Giants 1951 Media Guide,1951,1,ocr-text,unread,unread,unread,,81426,13447,1898,1951,1950,52,0,0,0,6,0,5,0,1,0,2,34,,,,0
lions-1951,nfl-books,nfl-books/text_all/lions-1951.txt,Detroit Lions 1951 Media Guide,1951,1,ocr-text,unread,unread,unread,,115298,19260,1851,2008,1950,81,2,0,0,14,1,37,0,181,68,0,40,,,,0
packers-1951,nfl-books,nfl-books/text_all/packers-1951.txt,Green Bay Packers 1951 Media Guide,1951,1,ocr-text,unread,unread,unread,,134015,22499,1909,1988,1950,102,0,0,0,25,4,105,112,1,7,2,25,,,,0
philadelphia-eagles-1951-yearbook-cover,nfl-books,,Philadelphia Eagles 1951 Yearbook Cover,1951,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
rams-1951,nfl-books,,Los Angeles Rams 1951 Media Guide Cover,1951,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
redskins-1951-media-guide-washington-b,nfl-books,nfl-books/text_all/redskins-1951-media-guide-washington-b.txt,Washington Redskins 1951 Media Guide,1951,1,ocr-text,unread,unread,unread,,124464,20060,1861,2020,1950,157,0,0,0,30,1,121,0,1,5,0,14,,,,0
steelers-1951,nfl-books,,Pittsburgh Steelers 1951 Media Guide Cover,1951,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
yanks-1951-media-guide-new-york-c,nfl-books,nfl-books/text_all/yanks-1951-media-guide-new-york-c.txt,New York Yanks 1951 Media Guide,1951,1,ocr-text,unread,unread,unread,,65907,10749,1911,1951,1950,86,0,0,0,5,2,12,0,0,2,0,7,,,,0
49ers-1952,nfl-books,nfl-books/text_all/49ers-1952.txt,San Francisco 49ers 1952 Media Guide,1952,1,ocr-text,unread,unread,unread,,66551,10472,1904,2022,1951,70,0,0,0,10,0,33,13,4,1,0,5,,,,0
bears-1952-media-guide-chicago,nfl-books,nfl-books/text_all/bears-1952-media-guide-chicago.txt,Chicago Bears 1952 Media Guide,1952,1,ocr-text,unread,unread,unread,,107370,16739,1892,2025,1952,52,0,0,0,23,0,77,82,0,3,0,4,,,,0
cardinals-1952,nfl-books,,Chicago Cardinals 1952 Media Guide Cover,1952,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
cleveland-browns-1952-media-guide-cover-front,nfl-books,,Cleveland Browns 1952 Media Guide Cover,1952,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
dallas-texans-1952-media-guide-cover,nfl-books,,Dallas Texans 1952 Media Guide Cover,1952,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
eagles-1952-media-guide-philadelphia-c,nfl-books,nfl-books/text_all/eagles-1952-media-guide-philadelphia-c.txt,Philadelphia Eagles 1952 Yearbook,1952,1,ocr-text,unread,unread,unread,,108171,19180,1860,2007,1949,69,1,0,0,7,0,36,0,18,1,0,10,,,,0
giants-1952-media-guide-new-york-cbd,nfl-books,nfl-books/text_all/giants-1952-media-guide-new-york-cbd.txt,New York Giants 1952 Media Guide,1952,1,ocr-text,unread,unread,unread,,84882,13740,1898,1952,1951,75,1,0,0,6,2,34,0,1,2,2,19,,,,0
green-bay-packers-1952-media-guide-cover,nfl-books,nfl-books/text_all/green-bay-packers-1952-media-guide-cover.txt,Green Bay Packers 1952 Media Guide,1952,1,ocr-text,unread,unread,unread,,154168,24894,1909,1988,1951,133,1,0,0,37,5,131,142,0,0,1,6,,,,0
lions-1952,nfl-books,nfl-books/text_all/lions-1952.txt,Detroit Lions 1952 Media Guide,1952,1,ocr-text,club media/press guide,biography+statistics+roster-table,"read-2026-09-07-yearbooks (stratified sample n=56 of 2,462 post-1950 texts, seed 20260907)",titled 'Facts and Team History',124097,21775,1880,1987,1951,90,1,0,0,11,2,47,0,129,27,0,52,,,,0
rams-1952,nfl-books,,Los Angeles Rams 1952 Media Guide Cover,1952,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
redskins-1952-media-guide-washington,nfl-books,nfl-books/text_all/redskins-1952-media-guide-washington.txt,Washington Redskins 1952 Media Guide,1952,1,ocr-text,unread,unread,unread,,101725,16648,1861,1987,1950,158,0,0,0,19,1,96,0,1,14,0,9,,,,0
steelers-1952,nfl-books,nfl-books/text_all/steelers-1952.txt,Pittsburgh Steelers 1952 Media Guide,1952,1,ocr-text,unread,unread,unread,,110823,17702,1859,1988,1951,86,0,0,0,10,0,18,0,2,0,2,14,,,,0
49ers-1953,nfl-books,nfl-books/text_all/49ers-1953.txt,San Francisco 49ers 1953 Media Guide,1953,1,ocr-text,unread,unread,unread,,70547,11208,1905,2013,1952,54,0,0,0,12,1,46,10,0,0,0,3,,,,0
bears-1953-media-guide-chicago,nfl-books,nfl-books/text_all/bears-1953-media-guide-chicago.txt,Chicago Bears 1953 Media Guide,1953,1,ocr-text,unread,unread,unread,,114089,17533,1892,1953,1952,80,0,0,0,21,0,70,82,0,2,0,6,,,,0
cardinals-1953-media-guide-chicago-c,nfl-books,nfl-books/text_all/cardinals-1953-media-guide-chicago-c.txt,Chicago Cardinals 1953 Media Guide,1953,1,ocr-text,unread,unread,unread,,83899,13700,1899,1993,1947,82,1,0,0,5,0,20,0,13,0,1,22,,,,0
cleveland-browns-1953-media-guide-cover-front,nfl-books,nfl-books/text_all/cleveland-browns-1953-media-guide-cover-front.txt,Cleveland Browns 1953 Media Guide,1953,1,ocr-text,unread,unread,unread,,138007,22966,1906,1992,1946,128,0,0,0,22,0,82,1,4,0,0,56,,,,0
colts-1953-media-guide-baltimore,nfl-books,nfl-books/text_all/colts-1953-media-guide-baltimore.txt,Baltimore Colts 1953 Media Guide,1953,1,ocr-text,unread,unread,unread,,112913,18685,1928,2013,1953,40,1,0,0,18,1,30,0,12,2,1,0,,,,0
giants-1953-media-guide-new-york-cbd,nfl-books,nfl-books/text_all/giants-1953-media-guide-new-york-cbd.txt,New York Giants 1953 Media Guide,1953,1,ocr-text,unread,unread,unread,,106797,17754,1898,1956,1952,103,2,0,0,9,1,33,0,2,3,1,13,,,,0
lions-1953,nfl-books,,Detroit Lions 1953 Media Guide Cover,1953,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
packers-1953,nfl-books,,Green Bay Packers 1953 Media Guide Cover,1953,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
philadelphia-eagles-1953-yearbook-cv-4,nfl-books,nfl-books/text_all/philadelphia-eagles-1953-yearbook-cv-4.txt,Philadelphia Eagles 1953 Yearbook,1953,1,ocr-text,unread,unread,unread,,95747,16957,1914,2021,1952,82,1,0,0,10,0,30,0,13,6,0,5,,,,0
rams-1953,nfl-books,nfl-books/text_all/rams-1953.txt,Los Angeles Rams 1953 Media Guide,1953,1,ocr-text,unread,unread,unread,,110006,18093,1851,2020,1950,79,2,0,0,18,6,78,0,1,2,3,51,,,,0
redskins-1953-media-guide-washington-cbd,nfl-books,nfl-books/text_all/redskins-1953-media-guide-washington-cbd.txt,Washington Redskins 1953 Media Guide,1953,1,ocr-text,unread,unread,unread,,115467,18897,1898,2013,1952,187,0,0,1,29,1,114,0,1,14,0,31,,,,0
steelers-1953,nfl-books,nfl-books/text_all/steelers-1953.txt,Pittsburgh Steelers 1953 Media Guide,1953,1,ocr-text,unread,unread,unread,,105538,17072,1858,2018,1952,86,0,0,0,5,1,9,0,1,0,2,4,,,,0
49ers-1954,nfl-books,nfl-books/text_all/49ers-1954.txt,San Francisco 49ers 1954 Media Guide,1954,1,ocr-text,unread,unread,unread,,88021,14357,1875,2023,1953,73,1,0,0,8,1,60,16,10,6,0,21,,,,0
bears-1954,nfl-books,nfl-books/text_all/bears-1954.txt,Chicago Bears 1954 Media Guide,1954,1,ocr-text,unread,unread,unread,,101415,15793,1892,2005,1940,102,0,0,0,21,3,74,82,0,1,0,9,,,,0
cardinals-1954-media-guide-chicago-c,nfl-books,nfl-books/text_all/cardinals-1954-media-guide-chicago-c.txt,Chicago Cardinals 1954 Media Guide,1954,1,ocr-text,unread,unread,unread,,100059,16530,1863,2007,1947,119,1,0,0,6,1,44,0,10,1,0,17,,,,0
cleveland-browns-1954-media-guide-cover-front,nfl-books,nfl-books/text_all/cleveland-browns-1954-media-guide-cover-front.txt,Cleveland Browns 1954 Media Guide,1954,1,ocr-text,club media/press guide,biography+statistics+roster-table,"read-2026-09-07-yearbooks (stratified sample n=56 of 2,462 post-1950 texts, seed 20260907)",,154174,25663,1908,1984,1946,158,0,0,0,31,0,80,0,4,1,0,60,,,,0
colts-1954-media-guide-baltimore,nfl-books,nfl-books/text_all/colts-1954-media-guide-baltimore.txt,Baltimore Colts 1954 Media Guide,1954,1,ocr-text,unread,unread,unread,,123279,20089,1928,2023,1953,95,0,0,0,18,1,21,0,0,3,0,9,,,,0
eagles-1954-yearbook-philadelphia-c,nfl-books,nfl-books/text_all/eagles-1954-yearbook-philadelphia-c.txt,Philadelphia Eagles 1954 Yearbook,1954,1,ocr-text,unread,unread,unread,,99951,17789,1914,2005,1953,80,0,0,0,16,1,23,0,11,2,0,24,,,,0
giants-1954-media-guide-new-york-cbd,nfl-books,nfl-books/text_all/giants-1954-media-guide-new-york-cbd.txt,New York Giants 1954 Media Guide,1954,1,ocr-text,unread,unread,unread,,98187,16303,1903,2002,1948,100,2,0,0,4,0,31,0,1,1,2,4,,,,0
lions-1954,nfl-books,,Detroit Lions 1954 Media Guide Cover,1954,0,no-text-layer,cover scan,none,read-2026-09-06-yearbooks,"all 302 textless items scanned by metadata and all 319 images OCR'd; the 10 over 150 words are schedules and broadcast listings, nothing per-man | textless scan; in index, no OCR layer",,,,,,,,,,,,,,,,,,,,,0
packers-1954,nfl-books,nfl-books/text_all/packers-1954.txt,Green Bay Packers 1954 Media Guide,1954,1,ocr-text,unread,unread,unread,,175098,29668,1901,1991,1954,124,2,0,0,27,6,107,132,4,3,0,13,,,,0
rams-1954,nfl-books,nfl-books/text_all/rams-1954.txt,Los Angeles Rams 1954 Media Guide,1954,1,ocr-text,unread,unread,unread,,111052,18578,1902,2023,1950,106,1,0,0,16,11,55,0,7,1,0,63,,,,0
redskins-1964-media-guide-washington-c,nfl-books,nfl-books/text_all/redskins-1964-media-guide-washington-c.txt,Washington Redskins 1954 Media Guide,1954,1,ocr-text,unread,unread,unread,,148829,24190,1898,2023,1952,232,0,0,0,33,1,126,0,7,1,0,16,,,,0
steelers-1954,nfl-books,nfl-books/text_all/steelers-1954.txt,Pittsburgh Steelers 1954 Media Guide,1954,1,ocr-text,unread,unread,unread,,116823,19260,1850,2023,1953,101,0,0,0,2,1,8,0,1,2,2,6,,,,0
49ers-1955,nfl-books,nfl-books/text_all/49ers-1955.txt,San Francisco 49ers 1955 Media Guide,1955,1,ocr-text,unread,unread,unread,,91998,14623,1859,2023,1946,88,1,0,0,11,2,48,13,1,1,2,6,,,,0
bears-1955-media-guide-chicago-b,nfl-books,nfl-books/text_all/bears-1955-media-guide-chicago-b.txt,Chicago Bears 1955 Media Guide,1955,1,ocr-text,unread,unread,unread,,97335,14945,1892,1980,1940,88,1,0,0,21,0,77,1,1,2,0,16,,,,0
cardinals-1955-media-guide-st.-louis-c,nfl-books,nfl-books/text_all/cardinals-1955-media-guide-st.-louis-c.txt,Chicago Cardinals 1955 Media Guide,1955,1,ocr-text,club media/press guide,biography+statistics+roster-table,"read-2026-09-07-yearbooks (stratified sample n=56 of 2,462 post-1950 texts, seed 20260907)",,97226,15884,1899,1989,1948,112,1,0,0,5,1,31,0,14,0,0,21,,,,0
cleveland-browns-1955-media-guide-cover-rear,nfl-books,nfl-books/text_all/cleveland-browns-1955-media-guide-cover-rear.txt,Cleveland Browns 1955 Media Guide,1955,1,ocr-text,unread,unread,unread,,142909,23600,1908,1984,1946,142,3,0,0,31,1,73,0,4,1,0,34,,,,0
colts-1955-media-guide-baltimore,nfl-books,nfl-books/text_all/colts-1955-media-guide-baltimore.txt,Baltimore Colts 1955 Media Guide,1955,1,ocr-text,unread,unread,unread,,129463,20305,1928,2023,1954,130,7,0,0,13,1,37,0,0,2,2,11,,,,0
eagles-1955-media-guide-philadelphia-c,nfl-books,nfl-books/text_all/eagles-1955-media-guide-philadelphia-c.txt,Philadelphia Eagles 1955 Yearbook,1955,1,ocr-text,unread,unread,unread,,118003,21372,1903,2023,1954,66,0,0,0,15,1,44,0,10,0,0,13,,,,0
giants-1955-media-guide-new-york-cbd,nfl-books,nfl-books/text_all/giants-1955-media-guide-new-york-cbd.txt,New York Giants 1955 Media Guide,1955,1,ocr-text,unread,unread,unread,,100189,17003,1910,1959,1954,128,4,0,0,2,0,30,0,1,2,0,4,,,,0
lions-1955-best,nfl-books,nfl-books/text_all/lions-1955-best.txt,Detroit Lions 1955 Media Guide,1955,1,ocr-text,unread,unread,unread,,125202,21560,1913,1999,1950,77,1,0,0,4,1,28,0,224,16,1,21,,,,0
packers-1955,nfl-books,nfl-books/text_all/packers-1955.txt,Green Bay Packers 1955 Media Guide,1955,1,ocr-text,unread,unread,unread,,170016,28794,1901,1988,1955,146,2,0,0,25,2,77,78,1,1,2,17,,,,0
rams-1955,nfl-books,nfl-books/text_all/rams-1955.txt,Los Angeles Rams 1955 Media Guide,1955,1,ocr-text,unread,unread,unread,,140198,23871,1852,2020,1954,74,0,0,0,22,0,37,0,22,1,2,25,,,,0
redskins-1955-media-guide-washington-b,nfl-books,nfl-books/text_all/redskins-1955-media-guide-washington-b.txt,Washington Redskins 1955 Media Guide,1955,1,ocr-text,club media/press guide,biography+statistics,"read-2026-09-07-yearbooks (stratified sample n=56 of 2,462 post-1950 texts, seed 20260907)",,148615,23448,1911,2023,1950,223,0,0,0,30,2,92,0,8,3,0,13,,,,0
steelers-1955,nfl-books,nfl-books/text_all/steelers-1955.txt,Pittsburgh Steelers 1955 Media Guide,1955,1,ocr-text,unread,unread,unread,,106033,17256,1929,2023,1954,74,1,0,0,9,3,6,0,3,0,3,6,,,,0
49ers-1956,nfl-books,nfl-books/text_all/49ers-1956.txt,San Francisco 49ers 1956 Media Guide,1956,1,ocr-text,unread,unread,unread,,76701,12271,1875,2029,1952,77,1,0,0,9,1,63,21,0,0,2,2,,,,0
bears-1956-media-guide-chicago,nfl-books,nfl-books/text_all/bears-1956-media-guide-chicago.txt,Chicago Bears 1956 Media Guide,1956,1,ocr-text,unread,unread,unread,,104630,15731,1892,1956,1940,81,0,0,0,19,1,72,0,0,5,0,2,,,,0
browns-1956-media-guide-cleveland-c,nfl-books,nfl-books/text_all/browns-1956-media-guide-cleveland-c.txt,Cleveland Browns 1956 Media Guide,1956,1,ocr-text,unread,unread,unread,,144339,23884,1853,1984,1946,194,3,0,0,21,2,68,0,3,0,1,4,,,,0
cardinals-1956-media-guide-st.-louis-c,nfl-books,nfl-books/text_all/cardinals-1956-media-guide-st.-louis-c.txt,Chicago Cardinals 1956 Media Guide,1956,1,ocr-text,unread,unread,unread,,104216,17189,1899,2008,1947,112,0,0,0,12,0,38,0,17,0,1,3,,,,0
colts-1956-media-guide-baltimore,nfl-books,nfl-books/text_all/colts-1956-media-guide-baltimore.txt,Baltimore Colts 1956 Media Guide,1956,1,ocr-text,unread,unread,unread,,143302,23126,1856,2023,1955,136,4,0,0,13,3,21,0,2,3,6,63,,,,0
giants-1956-media-guide-new-york-cbd,nfl-books,nfl-books/text_all/giants-1956-media-guide-new-york-cbd.txt,New York Giants 1956 Media Guide,1956,1,ocr-text,unread,unread,unread,,95921,16038,1879,1983,1955,121,1,0,0,2,0,33,0,1,1,0,17,,,,0
green-bay-packers-1956-media-guide-cover,nfl-books,nfl-books/text_all/green-bay-packers-1956-media-guide-cover.txt,Green Bay Packers 1956 Media Guide,1956,1,ocr-text,unread,unread,unread,,170881,28840,1915,1988,1954,146,2,0,0,20,4,86,86,2,2,2,17,,,,0
lions-1956,nfl-books,nfl-books/text_all/lions-1956.txt,Detroit Lions 1956 Media Guide,1956,1,ocr-text,unread,unread,unread,,122896,20909,1852,2023,1955,75,1,0,0,2,1,17,0,199,0,1,19,,,,0
rams-1956,nfl-books,nfl-books/text_all/rams-1956.txt,Los Angeles Rams 1956 Media Guide,1956,1,ocr-text,unread,unread,unread,,153451,25926,1890,2020,1955,115,2,0,0,31,0,50,0,8,1,2,94,,,,0
